Geneid	Chr	Start	End	Strand	Length	A11B2_ES_d0r1	A11B2_ES_d0r2	A11B2_ES_d1r1	A11B2_ES_d1r2	A11B2_d2r1	A11B2_d2r2	A11B2_d3r1	A11B2_d3r2	A11B2_d5r1	A11B2_d5r2	A11B2_d7r1	A11B2_d7r2	A11B2_d15	A11B2_d21	A11B2_d35	A11B2_d52
Slc23a2	chr2	132052495	132145108	-	92614	0.577078163771712	0.574392712550607	0.552435122644863	0.593693924634709	0.547923322683706	0.539315002411963	0.556394129979036	0.5459726443769	0.526832955404384	0.564485081809432	0.539336492890995	0.514745308310992	0.510309278350515	0.537459283387622	0.50367107195301	0.529774127310062
Tmem230	chr2;chr2	132239491;132239491	132247788;132247788	-;-	8298	0.520391517128874	0.487603305785124	0.503389830508475	0.547727272727273	0.513595166163142	0.508547008547009	0.527777777777778	0.47244094488189	0.565819861431871	0.491596638655462	0.556786703601108	0.49236641221374	0.491452991452991	0.507109004739337	0.495762711864407	0.544041450777202
Pcna	chr2	132249285	132253180	-	3896	0.592430858806405	0.574726609963548	0.58772378516624	0.607523510971787	0.592171142467	0.593518518518519	0.572403705509508	0.595912986156889	0.568085106382979	0.592077831827658	0.545520231213873	0.610601427115189	0.558449424591157	0.579697239536955	0.562085308056872	0.557358053302433
Cds2	chr2;chr2;chr2	132263147;132263147;132285938	132296190;132312050;132312050	+;+;+	48904	0.466185752930568	0.439050131926121	0.516288659793814	0.475146650200679	0.535729567821994	0.567255434782609	0.518997912317328	0.561074505828687	0.519783197831978	0.553993250843645	0.546222664015905	0.520870337477798	0.542438271604938	0.53738644304682	0.505873715124816	0.524926686217009
Gpcpd1	chr2;chr2;chr2;chr2;chr2;chr2;chr2	132529081;132529081;132529081;132529081;132529081;132529082;132532724	132578248;132578248;132578248;132578248;132578248;132578248;132578248	-;-;-;-;-;-;-	49168	0.609129814550642	0.605882352941176	0.61340206185567	0.59009628610729	0.596846846846847	0.623348017621145	0.565860215053763	0.542544229149115	0.52217125382263	0.488571428571429	0.512995896032832	0.514953271028037	0.503340757238307	0.478824546240277	0.501221001221001	0.496492985971944
1110034G24Rik	chr2	132690282	132751055	+	60774	0.560957910014514	0.537614678899083	0.525506072874494	0.572972972972973	0.595890410958904	0.592672413793103	0.559386973180077	0.601054481546573	0.533190578158458	0.53	0.540212443095599	0.509060955518946	0.467532467532468	0.552511415525114	0.481989708404803	0.466804979253112
Trmt6	chr2	132804214	132816054	-	11841	0.479951397326853	0.555555555555556	0.493635077793494	0.471641791044776	0.508474576271186	0.50788643533123	0.518518518518518	0.490196078431373	0.512922465208748	0.523255813953488	0.478835978835979	0.5	0.51271186440678	0.475675675675676	0.475083056478405	0.501831501831502
Mcm8	chr2;chr2	132816140;132816140	132844188;132844188	+;+	28049	0.49587178241865	0.534383954154728	0.507177033492823	0.491587417702999	0.519640852974186	0.50487012987013	0.496042216358839	0.490092470277411	0.48884165781084	0.515239477503628	0.50761421319797	0.477218225419664	0.492985971943888	0.472527472527473	0.464912280701754	0.495215311004785
Crls1	chr2;chr2	132846665;132847733	132866768;132866768	+;+	20104	0.537581699346405	0.530973451327434	0.519348268839104	0.493697478991597	0.566176470588235	0.518018018018018	0.544871794871795	0.42654028436019	0.523121387283237	0.528571428571429	0.492610837438424	0.518394648829431	0.478260869565217	0.468085106382979	0.55379746835443	0.522435897435897
Lrrn4	chr2	132868515	132880862	-	12348	0.838461538461538	0.793103448275862	0.801801801801802	0.789473684210526	0.611111111111111	0.714285714285714	0.652173913043478	0.671875	0.50609756097561	0.526717557251908	0.471428571428571	0.457943925233645	0.421052631578947	0.449438202247191	0.443298969072165	0.456521739130435
Fermt1	chr2	132904178	132946036	-	41859	0.304347826086957	0.264705882352941	0.331896551724138	0.324468085106383	0.404624277456647	0.46969696969697	0.305389221556886	0.406976744186047	0.357843137254902	0.406824146981627	0.391304347826087	0.32183908045977	0.381818181818182	0.35632183908046	0.365384615384615	0.333333333333333
Tmx4	chr2	134594501	134644121	-	49621	0.518248175182482	0.510752688172043	0.479713603818616	0.493288590604027	0.541254125412541	0.489795918367347	0.458333333333333	0.568093385214008	0.494594594594595	0.531468531468531	0.495145631067961	0.487704918032787	0.502583979328165	0.482758620689655	0.463654223968566	0.426470588235294
Plcb1	chr2;chr2	134786163;134786163	135475258;135475258	+;+	689096	0.678722404884923	0.692307692307692	0.700819672131147	0.714989444053483	0.705525606469003	0.713780918727915	0.675579322638146	0.723478260869565	0.585294117647059	0.661881977671451	0.468354430379747	0.660975609756098	0.475952645209027	0.501589426133512	0.467678958785249	0.433167731251479
Plcb4	chr2	135741829	136013068	+	271240	0.499670980478175	0.498168498168498	0.512635379061372	0.484237432547572	0.530690537084399	0.490554156171285	0.513677811550152	0.51142005958292	0.505537098560354	0.513677811550152	0.551136363636364	0.528505392912173	0.519303338171263	0.515492957746479	0.567702552719201	0.551086453999075
Pak7	chr2	136081087	136387967	-	306881	0.700218818380744	0.645348837209302	0.67032967032967	0.663129973474801	0.693989071038251	0.666666666666667	0.588095238095238	0.688	0.545706371191136	0.606153846153846	0.53356890459364	0.729166666666667	0.504627766599598	0.483783783783784	0.537142857142857	0.453423120089787
Snap25	chr2;chr2	136713449;136713449	136782428;136782428	+;+	68980	0.596385542168675	0.568965517241379	0.576642335766423	0.486842105263158	0.446969696969697	0.622222222222222	0.487046632124352	0.53448275862069	0.594594594594595	0.538461538461538	0.518518518518518	0.505952380952381	0.525	0.562874251497006	0.483695652173913	0.412903225806452
Mkks	chr2;chr2;chr2;chr2	136873780;136873780;136873780;136873780	136891406;136891406;136891406;136891406	-;-;-;-	17627	0.425227568270481	0.428969359331476	0.442724458204334	0.438524590163934	0.461267605633803	0.480555555555556	0.438448566610455	0.387012987012987	0.5	0.483974358974359	0.438669438669439	0.475285171102662	0.383399209486166	0.4	0.460481099656357	0.484848484848485
Slx4ip	chr2;chr2;chr2	136891217;136892262;136899350	137069649;137068393;137069778	+;+;+	178562	0.506367804381049	0.464240102171137	0.467600700525394	0.480319803198032	0.471281856219095	0.464582003828973	0.47562893081761	0.468019408910454	0.472700074794316	0.467065868263473	0.496606786427146	0.468897468897469	0.472315436241611	0.47918683446273	0.459753086419753	0.466666666666667
Jag1	chr2	137081450	137116520	-	35071	0.557510148849797	0.569965870307167	0.552727272727273	0.522441651705566	0.549333333333333	0.483739837398374	0.558739255014327	0.48062015503876	0.559701492537313	0.544943820224719	0.526315789473684	0.571428571428571	0.52093973442288	0.48758865248227	0.525125628140704	0.515165233137166
Btbd3	chr2;chr2	138256583;138278492	138287422;138287422	+;+	30840	0.515481171548117	0.503875968992248	0.52995867768595	0.453389830508475	0.46219512195122	0.511278195488722	0.461044912923923	0.435714285714286	0.406605922551253	0.448023426061493	0.425275827482447	0.417777777777778	0.408249158249158	0.408271474019088	0.456110154905336	0.47265306122449
Ism1	chr2	139678177	139758581	+	80405	0.349056603773585	0.3	0.307692307692308	0.404761904761905	0.391304347826087	0.371428571428571	0.471698113207547	0.424657534246575	0.478632478632479	0.447916666666667	0.473354231974922	0.384615384615385	0.513684210526316	0.474025974025974	0.530054644808743	0.519230769230769
Tasp1	chr2;chr2;chr2;chr2;chr2;chr2;chr2	139833478;139833478;139833478;139833478;139833478;139833478;139976218	140066805;140066805;140066805;140066805;140066805;140066805;140066805	-;-;-;-;-;-;-	233328	0.63150218765192	0.620835536753041	0.626413278806832	0.633050150726226	0.62638469284995	0.599880739415623	0.601311701760442	0.617992177314211	0.591206030150754	0.598598949211909	0.575991649269311	0.594827586206897	0.561966680211296	0.59132976132489	0.584461637653127	0.548855388051368
Esf1	chr2	140119880	140170558	-	50679	0.517787953504755	0.537764350453172	0.521089630931459	0.507428571428571	0.532781228433402	0.532663316582915	0.507389162561576	0.506550218340611	0.516988674217189	0.499556344276841	0.497783407219759	0.495435684647303	0.514072847682119	0.522818254603683	0.517840805123513	0.496881496881497
Ndufaf5	chr2	140170645	140205252	+	34608	0.588455772113943	0.589285714285714	0.578947368421053	0.596791443850267	0.569482288828338	0.590132827324478	0.552071668533035	0.602272727272727	0.549929676511955	0.550495049504951	0.549731182795699	0.545620437956204	0.578525641025641	0.523333333333333	0.54270462633452	0.508305647840532
Macrod2	chr2;chr2	140395429;140395434	142390050;140422954	+;+	1994622	0.704663212435233	0.698137443802184	0.710360618202633	0.704890945142102	0.694790486976217	0.638157894736842	0.669496664645239	0.65415986949429	0.605987445678416	0.605654761904762	0.541050484446711	0.564021164021164	0.522819554978074	0.503540812523295	0.246202935545629	0.527311931001437
Flrt3	chr2;chr2	140658197;140658197	140671476;140671476	-;-	13280	0.369318181818182	0.225352112676056	0.347826086956522	0.300970873786408	0.373831775700935	0.25	0.36283185840708	0.351648351648352	0.278606965174129	0.359447004608295	0.403908794788274	0.338235294117647	0.513859275053305	0.440528634361233	0.501779359430605	0.404661016949153
Kif16b	chr2	142618344	142901464	-	283121	0.560937254285265	0.57563025210084	0.559813953488372	0.550132194427496	0.53072625698324	0.573927530195752	0.514028403186699	0.540575916230366	0.519667170953101	0.506625891946993	0.474083055471355	0.487920298879203	0.522291342664593	0.478713339640492	0.484981226533166	0.496507936507937
Snrpb2	chr2	143063068	143072052	+	8985	0.621428571428571	0.640077821011673	0.677611940298507	0.592554291623578	0.648780487804878	0.654788418708241	0.622037914691943	0.628712871287129	0.617896009673519	0.608403361344538	0.630591630591631	0.60038240917782	0.618729096989967	0.615789473684211	0.618238021638331	0.59228650137741
Pcsk2	chr2	143546132	143816282	+	270151	0.8	0.689655172413793	0.838709677419355	0.85	0.604166666666667	0.642857142857143	0.672371638141809	0.632411067193676	0.625123639960435	0.664900662251656	0.608108108108108	0.636363636363636	0.55	0.609022556390977	0.742857142857143	0.648936170212766
Dstn	chr2	143915330	143943324	+	27995	0.496826516220028	0.511075949367089	0.499064546304958	0.559701492537313	0.577522004062288	0.599056603773585	0.558139534883721	0.557575757575758	0.524332810047096	0.543769968051118	0.526760563380282	0.540386303775241	0.530903328050713	0.504460303300624	0.510229386236826	0.520186335403727
Rrbp1	chr2;chr2	143947394;143985863	144011263;144011263	-;-	63870	0.519213845702552	0.516590761223162	0.508607198748044	0.520597885526796	0.563076923076923	0.541050903119869	0.552961275626424	0.534076015727392	0.507671781187458	0.530295685894329	0.519749518304432	0.513579049466537	0.498234349919743	0.494535519125683	0.495261984392419	0.510690789473684
Snx5	chr2;chr2	144250123;144250123	144270902;144270572	-;-	20780	0.443746375410787	0.454767726161369	0.435036496350365	0.462286158631415	0.468312087514691	0.457872021017076	0.472391432501474	0.479911235692595	0.468773925407416	0.453848793320371	0.481342701014832	0.481774744027304	0.473501997336884	0.468428571428571	0.473580355185266	0.486058779201206
Mgme1	chr2;chr2;chr2	144270903;144270903;144270903	144281227;144281227;144281227	+;+;+	10325	0.516634050880626	0.51840490797546	0.510917030567686	0.509345794392523	0.488529014844804	0.530805687203792	0.486211901306241	0.515151515151515	0.519699812382739	0.509009009009009	0.549333333333333	0.506849315068493	0.514084507042254	0.485714285714286	0.423580786026201	0.460227272727273
Ovol2	chr2;chr2	144305175;144305175	144332080;144331362	-;-	26906	0.331360946745562	0.333333333333333	0.397260273972603	0.333333333333333	0.527272727272727	0.361111111111111	0.413333333333333	0.515625	0.529411764705882	0.5	0.361702127659574	0.409090909090909	0.333333333333333	0.472222222222222	0.555555555555556	0.5
Csrp2bp	chr2;chr2	144369031;144369034	144407675;144407675	+;+	38645	0.47843137254902	0.465420560747664	0.466621712744437	0.475665748393021	0.480263157894737	0.4847801578354	0.443864229765013	0.482157676348548	0.506730769230769	0.498678414096916	0.514	0.479879275653924	0.485549132947977	0.45755237045204	0.498858447488584	0.540581929555896
Zfp133-ps	chr2	144459279	144467794	+	8516	0.272727272727273	0.5625	0.428571428571429	0.565217391304348	0.636363636363636	0.611111111111111	0.5	0.5	0.529411764705882	0.421052631578947	0.448275862068966	0.571428571428571	0.727272727272727	0.230769230769231	0.454545454545455	0.551724137931034
Dzank1	chr2	144470556	144527398	-	56843	0.550335570469799	0.53125	0.482456140350877	0.509615384615385	0.36	0.528301886792453	0.42741935483871	0.48936170212766	0.450980392156863	0.543478260869565	0.511111111111111	0.568965517241379	0.475	0.534883720930233	0.47887323943662	0.617647058823529
Polr3f	chr2	144527744	144541779	+	14036	0.444444444444444	0.484288354898336	0.421783625730994	0.452027695351138	0.511499540018399	0.468085106382979	0.4967919340055	0.508155583437892	0.489795918367347	0.462514417531719	0.507262569832402	0.467302452316076	0.449023861171367	0.486887115165336	0.486293206197855	0.457978075517661
Rbbp9	chr2	144542264	144550859	-	8596	0.380821917808219	0.463636363636364	0.382789317507418	0.412244897959184	0.387640449438202	0.393617021276596	0.322916666666667	0.372881355932203	0.367816091954023	0.384615384615385	0.428571428571429	0.350282485875706	0.304347826086957	0.378048780487805	0.297752808988764	0.366834170854271
Sec23b	chr2;chr2;chr2;chr2;chr2	144556228;144556228;144556228;144556228;144564898	144590753;144590753;144590753;144590753;144590753	+;+;+;+;+	34526	0.494855967078189	0.485119047619048	0.468387096774194	0.500768049155146	0.464088397790055	0.536231884057971	0.50074294205052	0.472413793103448	0.486111111111111	0.496478873239437	0.501712328767123	0.543438077634011	0.498181818181818	0.485294117647059	0.532758620689655	0.50709939148073
Dtd1	chr2	144599952	144768747	+	168796	0.483918128654971	0.501652346331791	0.490984743411928	0.50655624568668	0.481462409886715	0.501892505677517	0.523759791122715	0.502752293577982	0.50805152979066	0.530562347188264	0.5109375	0.51656050955414	0.472998137802607	0.513145965548504	0.479289940828402	0.477386934673367
Slc24a3	chr2	145242610	145641939	+	399330	0.558823529411765	0.538461538461538	0.655555555555556	0.589041095890411	0.549180327868853	0.504504504504504	0.418918918918919	0.437275985663082	0.398260869565217	0.372233400402414	0.391527599486521	0.274834437086093	0.405750798722045	0.470941883767535	0.398785425101215	0.402313624678663
BC039771	chr2	145701194	145753672	+	52479	0.579365079365079	0.574647887323944	0.560950413223141	0.555223880597015	0.518891687657431	0.501278772378517	0.544776119402985	0.507186858316222	0.450777202072539	0.504651162790698	0.419006479481641	0.438631790744467	0.432574430823117	0.477647058823529	0.503457814661134	0.438186813186813
Rin2	chr2	145786115	145887616	+	101502	0.62472647702407	0.613333333333333	0.591682419659735	0.591700133868809	0.636887608069164	0.548736462093863	0.573170731707317	0.630208333333333	0.629179331306991	0.619170984455959	0.518518518518518	0.556485355648536	0.588132635253054	0.538352272727273	0.574683544303797	0.570613409415121
Naa20	chr2;chr2	145903240;145903240	145916425;145916425	+;+	13186	0.51617873651772	0.502403846153846	0.514195583596215	0.531407035175879	0.547586206896552	0.56188605108055	0.487928843710292	0.519933554817276	0.469740634005764	0.534930139720559	0.506398537477148	0.535545023696682	0.487437185929648	0.498031496062992	0.497153700189753	0.519230769230769
Crnkl1	chr2	145917481	145934700	-	17220	0.44206008583691	0.512048192771084	0.454148471615721	0.488215488215488	0.542662116040956	0.5	0.495440729483283	0.515981735159817	0.547445255474453	0.517543859649123	0.522522522522523	0.511210762331839	0.431818181818182	0.523404255319149	0.50462962962963	0.518518518518518
Ralgapa2	chr2	146241298	146512004	-	270707	0.490024700741022	0.4923931417532	0.488955018885201	0.484879948085659	0.482062340717506	0.492002369668246	0.508009153318078	0.491236380862151	0.510526315789474	0.495908346972177	0.507561436672968	0.504182509505703	0.494247883655307	0.505238649592549	0.493628808864266	0.499823008849558
Kiz	chr2	146855888	146970089	+	114202	0.446680080482897	0.471929824561404	0.465149359886202	0.455122393472348	0.410553410553411	0.423507462686567	0.400259067357513	0.426573426573427	0.417112299465241	0.401673640167364	0.441144114411441	0.427792915531335	0.414583333333333	0.429740791268759	0.479138627187079	0.467221644120708
Xrn2	chr2	147013059	147077997	+	64939	0.498691527641479	0.48092280390417	0.504060434372049	0.509888015248987	0.503139717425432	0.492580181905218	0.488882863340564	0.47593984962406	0.4945295404814	0.480528511821975	0.490555707637558	0.512820512820513	0.493947858472998	0.511363636363636	0.501467351430668	0.515908175594039
Nxt1	chr2;chr2	148672614;148672640	148676026;148676026	+;+	3413	0.5	0.566265060240964	0.488188976377953	0.558139534883721	0.4609375	0.515151515151515	0.505747126436782	0.55	0.5	0.593023255813954	0.45679012345679	0.434782608695652	0.550561797752809	0.475609756097561	0.619047619047619	0.45
Gzf1	chr2	148681119	148692949	+	11831	0.53921568627451	0.526315789473684	0.550561797752809	0.552334943639291	0.566137566137566	0.56989247311828	0.577962577962578	0.532307692307692	0.56981981981982	0.554285714285714	0.516544117647059	0.546067415730337	0.531862745098039	0.591397849462366	0.523287671232877	0.5470737913486
Napb	chr2	148694656	148732420	-	37765	0.479073243647235	0.471449487554905	0.476878612716763	0.467076382791923	0.509389671361502	0.49604743083004	0.511888111888112	0.489754098360656	0.484848484848485	0.497109826589595	0.510022271714922	0.485795454545455	0.486803519061584	0.469601677148847	0.373517786561265	0.454376163873371
Cst3	chr2	148871731	148875468	-	3738	0.597096188747731	0.52851711026616	0.541025641025641	0.594882729211087	0.569620253164557	0.648351648351648	0.539906103286385	0.588652482269504	0.602678571428571	0.670967741935484	0.71304347826087	0.697674418604651	0.775280898876405	0.727272727272727	0.676156583629893	0.646288209606987
Syndig1	chr2	149830782	150004392	+	173611	0.709531866892273	0.707717569786535	0.677876823338736	0.685459940652819	0.710045662100457	0.690271816881259	0.631475409836066	0.641548927263213	0.460992907801418	0.52295177222545	0.527415143603133	0.45979381443299	0.350129198966408	0.400527009222661	0.336065573770492	0.288553803975326
Zfp120	chr2;chr2	150114406;150114406	150136678;150136678	-;-	22273	0.582792207792208	0.632478632478632	0.641441441441441	0.607223476297968	0.557755775577558	0.59504132231405	0.564432989690722	0.591054313099042	0.579545454545455	0.543726235741445	0.566037735849057	0.501706484641638	0.542222222222222	0.530249110320285	0.528481012658228	0.528301886792453
Gm14139	chr2	150181754	150193279	+	11526	0.6368843069874	0.686234817813765	0.643550624133148	0.640939597315436	0.715019255455712	0.691780821917808	0.705263157894737	0.733333333333333	0.71875	0.6957928802589	0.651315789473684	0.731843575418994	0.712121212121212	0.720670391061452	0.716981132075472	0.677966101694915
Zfp937	chr2	150218098	150244874	+	26777	0.735074626865672	0.754237288135593	0.736024844720497	0.75	0.712264150943396	0.705882352941177	0.638783269961977	0.666666666666667	0.669683257918552	0.62589928057554	0.56782334384858	0.682481751824818	0.457912457912458	0.546875	0.55078125	0.490196078431373
Gm14124	chr2	150257516	150270300	+	12785	0.776595744680851	0.779291553133515	0.793540945790081	0.768758526603001	0.765786452353617	0.770491803278688	0.77683615819209	0.795454545454545	0.748730964467005	0.785714285714286	0.751381215469613	0.816	0.662337662337662	0.833333333333333	0.624242424242424	0.531746031746032
3300002I08Rik	chr2	150310936	150362765	-	51830	0.707345971563981	0.644776119402985	0.691228070175439	0.629420084865629	0.641379310344828	0.688046647230321	0.645276292335116	0.65	0.610236220472441	0.698895027624309	0.606648199445983	0.651205936920223	0.603243243243243	0.609341825902335	0.644	0.606689734717416
Zfp442	chr2	150407136	150451494	-	44359	0.546683046683047	0.5625	0.599762470308789	0.547445255474453	0.594674556213018	0.600671140939597	0.519427402862986	0.564024390243902	0.565826330532213	0.552123552123552	0.557586837294333	0.577777777777778	0.538057742782152	0.559556786703601	0.539719626168224	0.579345088161209
Zfp345	chr2	150470990	150485063	-	14074	0.604189636163175	0.569744597249509	0.620253164556962	0.588910133843212	0.555837563451777	0.574036511156187	0.557644110275689	0.572139303482587	0.589928057553957	0.58985200845666	0.558659217877095	0.563968668407311	0.466019417475728	0.582822085889571	0.544303797468354	0.475083056478405
Apmap	chr2	150583080	150608523	-	25444	0.546583850931677	0.478260869565217	0.507598784194529	0.483985765124555	0.524822695035461	0.492857142857143	0.530516431924883	0.548611111111111	0.496402877697842	0.504587155963303	0.524390243902439	0.536363636363636	0.622641509433962	0.474358974358974	0.543010752688172	0.492610837438424
Acss1	chr2	150618110	150668240	-	50131	0.500748502994012	0.500699300699301	0.543130990415335	0.501084598698482	0.436856875584659	0.405163853028798	0.440745672436751	0.430219146482122	0.463414634146341	0.431876606683805	0.445945945945946	0.505434782608696	0.613793103448276	0.562841530054645	0.561643835616438	0.720588235294118
Entpd6	chr2	150749080	150771674	+	22595	0.428423236514523	0.514672686230248	0.453981385729059	0.488830486202365	0.459807073954984	0.465473145780051	0.496828752642706	0.482051282051282	0.551282051282051	0.485815602836879	0.484593837535014	0.5	0.554054054054054	0.498349834983498	0.527868852459016	0.445103857566766
Pygb	chr2	150786795	150831748	+	44954	0.487109905020353	0.454198473282443	0.474576271186441	0.480733944954128	0.471590909090909	0.464646464646465	0.446236559139785	0.48948948948949	0.502824858757062	0.495867768595041	0.527237354085603	0.495344506517691	0.500875656742557	0.484962406015038	0.463215258855586	0.497970230040595
Abhd12	chr2	150832514	150904731	-	72218	0.479294792947929	0.504994450610433	0.482960077896787	0.506868131868132	0.501486620416254	0.531026252983294	0.500391542678152	0.505408062930187	0.49390243902439	0.512	0.546666666666667	0.507163323782235	0.528588098016336	0.502863688430699	0.511278195488722	0.521158129175947
Gins1	chr2;chr2	150909593;150909593	150931280;150926070	+;+	21688	0.565564424173318	0.503267973856209	0.522700814901048	0.545138888888889	0.552364864864865	0.506329113924051	0.516791044776119	0.514285714285714	0.525150905432596	0.517699115044248	0.523952095808383	0.530944625407166	0.521634615384615	0.47887323943662	0.520766773162939	0.565957446808511
Ninl	chr2	150934518	151009398	-	74881	0.583499402152252	0.56572541382668	0.61743119266055	0.586151368760064	0.591185410334346	0.593220338983051	0.560331825037707	0.570209464701319	0.538988860325621	0.547770700636943	0.512770137524558	0.56745623069001	0.537878787878788	0.543	0.573446327683616	0.605960264900662
Nanp	chr2	151029684	151039379	-	9696	0.641509433962264	0.55421686746988	0.608695652173913	0.59047619047619	0.595505617977528	0.588235294117647	0.63265306122449	0.714285714285714	0.698630136986301	0.509090909090909	0.644736842105263	0.444444444444444	0.593220338983051	0.684210526315789	0.685714285714286	0.515625
Nsfl1c	chr2;chr2	151494181;151494181	151511310;151511310	+;+	17130	0.495419309372798	0.483208955223881	0.511456628477905	0.534883720930233	0.481913652275379	0.557069846678024	0.531633616619452	0.553020134228188	0.563559322033898	0.502831257078143	0.557358053302433	0.544629349470499	0.532180595581172	0.508214676889376	0.508939213349225	0.546419098143236
Fkbp1a	chr2	151542498	151561691	+	19194	0.532303370786517	0.528571428571429	0.508071367884452	0.539184952978056	0.553472987872106	0.540298507462687	0.551002615518745	0.565126050420168	0.541867179980751	0.511111111111111	0.495076096687556	0.484705882352941	0.469620253164557	0.503663003663004	0.485822306238185	0.463035019455253
Sdcbp2	chr2	151572622	151590005	+	17384	0.362573099415205	0.323076923076923	0.385093167701863	0.371134020618557	0.291666666666667	0.195121951219512	0.25	0.291139240506329	0.311320754716981	0.333333333333333	0.316129032258064	0.381395348837209	0.357664233576642	0.286624203821656	0.235602094240838	0.301204819277108
Psmf1	chr2	151716061	151741293	-	25233	0.44888178913738	0.512455516014235	0.478485370051635	0.497287522603978	0.49862258953168	0.507194244604317	0.456521739130435	0.474666666666667	0.462566844919786	0.478787878787879	0.513119533527697	0.477941176470588	0.47463768115942	0.495145631067961	0.467128027681661	0.512605042016807
Fam110a	chr2;chr2;chr2;chr2	151969395;151969395;151969395;151969395	151973981;151973981;151973394;151980219	-;-;-;-	10825	0.443037974683544	0.480769230769231	0.491803278688525	0.483333333333333	0.645833333333333	0.5	0.484848484848485	0.492537313432836	0.58695652173913	0.523809523809524	0.574712643678161	0.522388059701492	0.5	0.574074074074074	0.527777777777778	0.557692307692308
Csnk2a1	chr2	152226839	152281851	+	55013	0.530985593414132	0.519736842105263	0.529179810725552	0.536034540019927	0.525352112676056	0.500651041666667	0.51614291863969	0.518079430942502	0.511784511784512	0.484964811260397	0.510038240917782	0.499680102367242	0.550373134328358	0.512944009632751	0.510991957104558	0.508055235903337
Tbc1d20	chr2	152293871	152312590	+	18720	0.461538461538462	0.4	0.476190476190476	0.481781376518219	0.413793103448276	0.467741935483871	0.463087248322148	0.427480916030534	0.503401360544218	0.52	0.540816326530612	0.476190476190476	0.525252525252525	0.46927374301676	0.467811158798283	0.531365313653137
Rbck1	chr2;chr2	152316333;152316333	152332639;152332425	-;-	16307	0.522666666666667	0.547520661157025	0.526017029328288	0.561081081081081	0.574679943100996	0.544303797468354	0.565116279069767	0.579920739762219	0.55527950310559	0.530377668308703	0.534802784222738	0.538587848932677	0.560928433268859	0.521978021978022	0.57167530224525	0.527303754266212
Trib3	chr2	152337424	152344060	-	6637	0.401709401709402	0.428571428571429	0.46969696969697	0.460869565217391	0.421621621621622	0.412844036697248	0.359154929577465	0.363636363636364	0.401197604790419	0.393162393162393	0.396551724137931	0.383647798742138	0.411764705882353	0.307692307692308	0.421875	0.416666666666667
Gm14164	chr2	152345668	152375322	+	29655	0.658711217183771	0.738095238095238	0.691666666666667	0.798219584569733	0.87551867219917	0.732876712328767	0.875	0.848484848484849	0.935294117647059	0.850746268656716	0.952830188679245	0.867816091954023	0.96875	0.938775510204082	0.96551724137931	1
Sox12	chr2	152393611	152398046	-	4436	0.388888888888889	0.615384615384615	0.6	0.578947368421053	0.678571428571429	0.5	0.581818181818182	0.545454545454545	0.490196078431373	0.405405405405405	0.523809523809524	0.51219512195122	0.5625	0.588235294117647	0.526315789473684	0.578947368421053
Zcchc3	chr2	152411955	152415044	-	3090	0.745762711864407	0.725	0.8125	0.736842105263158	0.815602836879433	0.827160493827161	0.787610619469027	0.833333333333333	0.889830508474576	0.726315789473684	0.818181818181818	0.853211009174312	0.758928571428571	0.875	0.805555555555556	0.859649122807018
6820408C15Rik	chr2;chr2;chr2;chr2	152415586;152415586;152415586;152415586	152444330;152444330;152444330;152444330	+;+;+;+	28745	0.314285714285714	0.571428571428571	0.586206896551724	0.705882352941177	0.304347826086957	0.388888888888889	0.346153846153846	0.25	0.434782608695652	0.35	0.64	0.333333333333333	0.642857142857143	0.642857142857143	0.6	0.285714285714286
H13	chr2;chr2;chr2;chr2	152669460;152669460;152669460;152669460	152708668;152685146;152708668;152686707	+;+;+;+	39209	0.486442070665571	0.463949843260188	0.462406015037594	0.472318339100346	0.466791393826006	0.449141347424042	0.475638051044084	0.463523131672598	0.491352201257862	0.444024205748865	0.46271050521251	0.471899224806202	0.465596330275229	0.442277691107644	0.425735797399042	0.440347071583514
Bcl2l1	chr2;chr2;chr2;chr2	152758731;152780663;152780663;152780663	152830717;152830717;152831728;152830717	-;-;-;-	72998	0.484920634920635	0.446389496717724	0.470776621297038	0.471471471471471	0.527210884353742	0.486274509803922	0.507628294036061	0.485461441213654	0.460916442048518	0.515962036238136	0.518651362984218	0.528336380255942	0.547554347826087	0.52952380952381	0.54830053667263	0.542116630669546
Tpx2	chr2;chr2;chr2;chr2;chr2	152847963;152847963;152847963;152847963;152847963	152895321;152895321;152895321;152895321;152895321	+;+;+;+;+	47359	0.508583141173456	0.481781376518219	0.508857142857143	0.48535745047373	0.502765208647562	0.494405594405594	0.488338192419825	0.528631705846896	0.501007387508395	0.509830508474576	0.505882352941176	0.501740139211137	0.491781722550953	0.47911051212938	0.492637215528782	0.485365853658537
Ttll9	chr2;chr2	152962484;152962484	153008482;153003204	+;+	45999	0.641509433962264	0.428571428571429	0.597402597402597	0.535714285714286	0.361111111111111	0.568181818181818	0.440677966101695	0.478260869565217	0.525423728813559	0.5	0.441176470588235	0.527777777777778	0.354838709677419	0.434782608695652	0.228571428571429	0.19047619047619
Pdrg1	chr2	153008889	153015383	-	6495	0.539170506912442	0.569230769230769	0.543933054393305	0.521341463414634	0.596059113300493	0.608247422680412	0.562310030395137	0.596491228070175	0.572549019607843	0.53448275862069	0.581395348837209	0.597222222222222	0.690322580645161	0.523809523809524	0.55	0.597014925373134
