Geneid	Chr	Start	End	Strand	Length	0h	24h	48h	72h	120h	168h	NPC
Prps1	chrX	140456602	140476140	+	19539	0.433682836670696	0.29637497882122	0.125594668489405	0.0645604169077525	0.0423605350580862	0.0294504880870007	0.0148514851485149
Tsc22d3	chrX;chrX	140539528;140539528	140543185;140600522	-;-	60995	0.421829521829522	0.208612040133779	0.0733870967741936	0.0210058978868828	0.0200714578532958	0.00509655921420627	0.00257731958762887
Mid2	chrX	140678027	140767715	+	89689	0.626906318082789	0.305555555555556	0.136574074074074	0.0175438596491228	0.00484906192692904	0.00182149362477231	0.00177935943060498
Psmd10	chrX;chrX	140948424;140948424	140956711;140956711	-;-	8288	0.529385964912281	0.453070175438597	0.260135135135135	0.205555555555556	0.0588336783988958	0.0627717905086028	0
Col4a6	chrX	141165402	141474076	-	308675	0.557890096973259	0.197856242118537	0.0689542483660131	0.00915013892881096	0.00675255016522197	0.00310983467363384	0.00260416666666667
Col4a5	chrX;chrX	141475418;141475418	141689235;141689235	+;+	213818	0.211038316458209	0.0619900815869461	0.0513675213675214	0.0116836991106851	0.00218983738615351	0.000369139904023625	0.00146398434837885
Nxt2	chrX;chrX;chrX;chrX	142226769;142227936;142228176;142228702	142239700;142239700;142239700;142239700	+;+;+;+	12932	0.36145235393277	0.213237549851723	0.108224820621844	0.0931433351801165	0.0142756255044391	0.00919934018525568	0
Acsl4	chrX;chrX;chrX	142317992;142317992;142317992	142390535;142390535;142390535	-;-;-	72544	0.516663235837233	0.244970241568444	0.151080507666712	0.0614727068701393	0.0203955288539113	0.00975650860055066	0.00339987875487292
Tmem164	chrX;chrX;chrX	142681399;142681399;142681725	142843494;142838371;142838371	+;+;+	162096	0.367164031677968	0.16275257707071	0.0772221155504769	0.0278021579854233	0.00703067224485916	0.00247540670092726	0.002869495409452
Ammecr1	chrX	142853473	142966728	-	113256	0.515516635869506	0.345198131932047	0.186434269075296	0.0796899845181614	0.0202685380198466	0.011455325281414	0.00204889718927762
Chrdl1	chrX;chrX	143285673;143297157	143394262;143394262	-;-	108590	0.197628458498024	0.131868131868132	0.0397157190635452	0	0	0.0151515151515152	0
Pak3	chrX;chrX;chrX;chrX;chrX	143518590;143563263;143665744;143693286;143693286	143797796;143797796;143797796;143797796;143797796	+;+;+;+;+	279207	0.427306510709033	0.163156125438217	0.0670621475998542	0.0255903286286857	0.00495917548762076	0.00403799903799904	0.00355774267361398
Capn6	chrX	143802236	143827412	-	25177	0.326923076923077	0.191666666666667	0	0.0045662100456621	0.00228310502283105	0	0
Alg13	chrX;chrX	144317965;144317965	144374448;144325197	+;+	56484	0.409210510345834	0.255832864814423	0.199169106548614	0.139559618797572	0.0894938887536837	0.073679243030357	0.0379517359673508
Trpc5os	chrX	144456581	144477063	+	20483	0.134268214055448	0.068287037037037	0.0172413793103448	0	0.0128205128205128	0	0
Zcchc16	chrX	144688906	145122410	+	433505	0.537037037037037	0.30952380952381	0.206140350877193	0.0450202789164335	0.0225248821372446	0.0199726029219117	0.00143540669856459
Amot	chrX;chrX	145446423;145451867	145487639;145487639	-;-	41217	0.479897660818713	0.223149537384346	0.0534491368240833	0.0143952064472052	0.00507787164307121	0.00126042017898404	0.00175627801794992
Lrch2	chrX	147471693	147554081	-	82389	0.371656413761677	0.236946902654867	0.148218829516539	0.0655508662806142	0.00914711881031804	0.00521998047697098	0.00124921826385174
Tmem29	chrX;chrX;chrX	150397772;150397772;150408577	150459150;150441137;150440905	-;-;-	61379	0.39024090711982	0.20807673358788	0.17859427314308	0.117607751548777	0.0352171637199297	0.0234278722538713	0.0164079198551127
Apex2	chrX	150571506	150588149	-	16644	0.453011536232561	0.14790524481815	0.0558176033656288	0.0214475406699682	0.00232412037490967	0.00180983094408541	0.000398724082934609
Pfkfb1	chrX	150589920	150643878	+	53959	0.389165829234322	0.105427678317704	0.0410890355104159	0.0235234613052394	0.00184049634613993	0	0.00176056338028169
Tro	chrX;chrX;chrX;chrX;chrX	150644709;150644709;150644709;150644709;150644709	150657436;150657583;150657436;150657436;150657436	-;-;-;-;-	12875	0.316819076281977	0.0970166784120272	0.0553854875283447	0.0366959242967307	0.0220649053666131	0.0184445078821328	0.0171535326086957
Maged2	chrX;chrX	150806420;150806420	150814339;150813703	-;-	7920	0.473214285714286	0.145304706137497	0.0643939393939394	0.0125146198830409	0.00447427293064877	0.00130208333333333	0
Gnl3l	chrX;chrX	150983132;150983132	151017322;151017293	-;-	34191	0.475108244577189	0.20526663881927	0.110011990407674	0.0510399885399885	0.0116555035933206	0.0126587380763998	0.00111607142857143
Fgd1	chrX	151047169	151089686	+	42518	0.397663551401869	0.141418962580039	0.0942917268776202	0.0477544086526461	0.0268004309170019	0.0159658210956648	0.00161290322580645
Tsr2	chrX;chrX;chrX	151087093;151087093;151087093	151096543;151096543;151096543	-;-;-	9451	0.417791834884173	0.273731656184486	0.163954486904251	0.0915278733242805	0.0471086483277261	0.0276362124188211	0
Wnk3	chrX;chrX	151198077;151198077	151320192;151320192	+;+	122116	0.466153177112081	0.245989256076129	0.131770396345617	0.0845364109024337	0.0451245598123539	0.0329386205654257	0.0105206655931294
Fam120c	chrX	151344222	151474134	+	129913	0.489884244305227	0.303199499312737	0.185561492563897	0.0924969938256963	0.0306151116903805	0.0131838174639436	0.00569499165004783
Phf8	chrX;chrX	151520671;151520671	151633857;151625833	+;+	113187	0.481945580670828	0.350405742821473	0.246226080007104	0.167452980140472	0.0870187047096277	0.0449671505710559	0.00741009280742459
Huwe1	chrX	151803281	151935417	+	132137	0.491503252341056	0.362276645315441	0.257030743548583	0.161472203575949	0.0712208521855888	0.0498733261847072	0.0171942222268127
Hsd17b10	chrX	152001895	152004442	+	2548	0.493701226309922	0.204044117647059	0.14945652173913	0.0204081632653061	0.00833333333333333	0.00432900432900433	0
Ribc1	chrX	152004583	152016295	-	11713	0.444897959183673	0.264893278114049	0.102941176470588	0.123920265780731	0.0185758513931889	0.0072463768115942	0.0125
Smc1a	chrX	152016427	152061973	+	45547	0.458780521196935	0.293216984067871	0.241114800077722	0.144394438200151	0.0584406296183757	0.034612750531634	0.00767783277244362
Iqsec2	chrX;chrX	152144267;152179008	152225237;152225237	+;+	80971	0.425785207700101	0.166321171918187	0.0878336113427857	0.0166880930517294	0.0143599963505273	0.0103278204197916	0.0276846441230003
Kdm5c	chrX	152233226	152279099	+	45874	0.461756010353457	0.370634061589277	0.297526422030588	0.250918053073069	0.148525646147196	0.148908371115724	0.161226121996985
2900056M20Rik	chrX;chrX	152294823;152294823	152327493;152327493	-;-	32671	0.410172147461605	0.291877662894515	0.145866960136953	0.0722372241476662	0.0240646087123209	0.017581971961534	0.00909090909090909
Tspyl2	chrX	152336851	152342484	-	5634	0.441628098101129	0.243132129277567	0.126212290502793	0.0883680401559068	0.0160946647634415	0.00805807761559974	0.00201612903225806
Gpr173	chrX	152344645	152368111	-	23467	0.347142857142857	0.0789473684210526	0.0128205128205128	0.019047619047619	0.00694444444444444	0.00740740740740741	0
3010001F23Rik	chrX;chrX	152368571;152369027	152416702;152416702	+;+	48132	0.279220779220779	0.0588235294117647	0.0357142857142857	0.127173592690834	0.0628097955684163	0.116402116402116	0.174682144831399
Shroom2	chrX;chrX;chrX;chrX;chrX	152609508;152609508;152609508;152609508;152609508	152769486;152644149;152644548;152769486;152644548	-;-;-;-;-	159979	0.389050369630687	0.194341711648027	0.0955178949267727	0.0378289882876534	0.0154711108268743	0.00978140225661963	0.00412355760330748
Mageh1	chrX	153036165	153037563	-	1399	0.450372208436725	0.184166666666667	0	0.0555555555555556	0	0	0
9530051G07Rik	chrX	153037628	153072915	+	35288	0.420373027259684	0.14484126984127	0.0551515151515152	0.0451887293992557	0.00900900900900901	0	0
Rragb	chrX	153139957	153171943	+	31987	0.342701460157594	0.0720406678536045	0.0516623605026519	0.0197248175264257	0.00443313063684744	0.00390469627961435	0
Klf8	chrX	153238044	153396134	+	158091	0.445955528939272	0.126227254563427	0.0479423245171277	0.0182409204784335	0.0105018584279126	0.00826665764436986	0.00146198830409357
Ubqln2	chrX	153498231	153501558	+	3328	0.533834586466165	0.352272727272727	0.261363636363636	0.123250340641645	0.0204545454545455	0.046951516925178	0
Kctd12b	chrX	153685153	153696280	-	11128	0.493929564411492	0.288850624192854	0.141367806505421	0.0433886315120134	0.0172765496018885	0.019140989729225	0.0178571428571429
2210013O21Rik	chrX	153723553	153741296	+	17744	0.517977548450227	0.344893760746745	0.194262092029479	0.108960203526739	0.0439226690372312	0.0249604031167155	0.00517045454545455
Sat1	chrX;chrX	155213125;155213125	155216449;155216449	-;-	3325	0.445459659273545	0.238160043549265	0.158429118773946	0.0712126859681231	0.0633260465350017	0.0530418037029535	0.00980392156862745
Acot9	chrX	155262499	155297507	+	35009	0.430278681923587	0.224781191806331	0.105222437137331	0.0513600370380091	0.022179432084681	0.0238989440809409	0.00308324988659803
Prdx4	chrX	155323919	155338454	-	14536	0.29884360221253	0.173297339099033	0.120765137658265	0.0388482333189939	0.0152207213076778	0.00529355413533484	0.00182481751824818
Ptchd1	chrX	155569735	155623327	-	53593	0.504806664249389	0.271059322033898	0.114595621146333	0.0397551039250638	0.00791425401752272	0.00350100853926194	0.0198975571315997
Phex	chrX	157162074	157415286	-	253213	0.378331017933822	0.266618497109827	0.168376652986776	0.109240477800316	0.0227430958459039	0.0100010245740136	0.00359712230215827
Sms	chrX	157443953	157492046	-	48094	0.488602663890712	0.364351403346044	0.244118887571296	0.116182837365504	0.0434775893656755	0.0177120352607903	0.00379867046533713
Mbtps2	chrX	157547821	157598715	-	50895	0.504270691900579	0.388841478477634	0.255190594311876	0.160518406702124	0.0951635107945514	0.0536071055407467	0.0123556914622527
Cnksr2	chrX	157821572	158043110	-	221539	0.423378825125032	0.264433578653762	0.0882592475830181	0.0319929760906604	0.00827594302348765	0.00370644825061087	0.00139255913109665
Rps6ka3	chrX	159255781	159368244	+	112464	0.513429612218024	0.379595052046749	0.262823584182807	0.135038520203763	0.0350566391101753	0.0175621567224572	0.00457484962969001
Eif1ax	chrX	159372194	159385699	+	13506	0.482719893817959	0.357792383181777	0.252381776525079	0.129876461660651	0.0588511202833507	0.0335432355029433	0.00688073394495413
Map7d2	chrX	159414577	159498947	+	84371	0.451871657754011	0.286639566395664	0.178633643868818	0.110711324330727	0.0339606316244863	0.0813011401743796	0.0138888888888889
A830080D01Rik	chrX	159532667	159593081	+	60415	0.402249271055204	0.315894292838697	0.226931846782866	0.153660392275892	0.0846178930304192	0.0639465888185096	0.0134786359395081
Sh3kbp1	chrX;chrX;chrX;chrX;chrX;chrX;chrX	159627271;159708600;159708600;159708600;159840467;159942692;159942692	159975920;159975920;159975920;159975920;159975920;159975920;159975920	+;+;+;+;+;+;+	348650	0.434097588281942	0.236487623383326	0.105250550924595	0.0500854876997105	0.0209766575624671	0.0101354796471284	0.00344628636054978
Map3k15	chrX	159988432	160123351	+	134920	0.487060311596531	0.255390994723919	0.101124742268041	0.0585928594358276	0.0169496203985677	0.00970042604535131	0.00175438596491228
Pdha1	chrX	160122218	160138336	-	16119	0.34205585975245	0.185872713084193	0.122029677639434	0.0757301848602343	0.0372855512358669	0.0374823623944889	0.00177304964539007
Gpr64	chrX;chrX;chrX;chrX;chrX;chrX	160390689;160390689;160390689;160390689;160390689;160390689	160498076;160498076;160498076;160498076;160498076;160498076	+;+;+;+;+;+	107388	0.517969870875179	0.209905660377358	0.178787878787879	0.0459378733572282	0.00601207224106005	0.00916422287390029	0
Phka2	chrX;chrX;chrX	160502165;160502433;160502433	160591722;160598878;160591722	+;+;+	96714	0.440738325804278	0.306603593345204	0.188306399212862	0.108238142660949	0.0385422092744099	0.027690309407	0.00317920567180617
Cdkl5	chrX	160784307	160994681	-	210375	0.482763205687007	0.329529401047418	0.175494482884641	0.0696873463371591	0.0205827198803154	0.0148662917677821	0.00574535754591156
Scml2	chrX;chrX;chrX	161162749;161162749;161162771	161258213;161258213;161258213	+;+;+	95465	0.543188063187206	0.384137990438865	0.211806184012066	0.169655837705486	0.0619337719246503	0.0412649409562212	0.00649350649350649
Rai2	chrX;chrX	161717035;161717552	161779494;161779494	+;+	62460	0.34469696969697	0.311111111111111	0.0558441558441558	0.0434782608695652	0.0266457680250784	0.0298895386614685	0
Nhs	chrX;chrX	161836429;161836429	162159441;162159441	-;-	323013	0.595540814678751	0.215797753131824	0.0448933204304048	0.0136257299146065	0.00592677673123003	0.00256408841906606	0.00191054502369668
Reps2	chrX;chrX	162411951;162411951	162643658;162643658	-;-	231708	0.48589389853891	0.190761181192661	0.0712121212121212	0.0811823034298465	0.0321456988123655	0.0319969295533205	0.01875
Rbbp7	chrX	162760371	162779090	+	18720	0.516588759100784	0.314473201989879	0.130667334027713	0.0766298008980589	0.0336375079602122	0.0315039011644312	0.00729649494387424
Txlng	chrX;chrX;chrX;chrX	162778916;162778916;162788789;162788789	162829454;162829454;162829454;162829454	-;-;-;-	50539	0.45117195600836	0.365090848749835	0.274639263730716	0.16727745354933	0.0874788653772934	0.072465176100513	0.0162172292902344
Syap1	chrX	162856842	162888462	-	31621	0.473117659127045	0.350921092226976	0.258237665186999	0.167052425661531	0.0807254271616781	0.0454399933526887	0.00791354393953768
Ctps2	chrX;chrX;chrX;chrX;chrX	162901559;162901594;162901594;162901594;162902170	163034541;163034541;163034541;163034541;163034541	+;+;+;+;+	132983	0.47020980370349	0.283295135967119	0.116214697592159	0.065241847725546	0.0254370034425426	0.0130370575343757	0.00351776572606305
Ap1s2	chrX;chrX;chrX	163909016;163909016;163909016	163933666;163929546;163933666	+;+;+	24651	0.856451674354758	0.745662514310636	0.314812460267006	0.151887874706968	0.0947610657421804	0.0359484485128686	0.0027027027027027
Zrsr2	chrX;chrX	163935442;163950385	163958666;163958666	-;-	23225	0.483410868694255	0.398521533388091	0.30595694684529	0.211094005590535	0.112530142586678	0.066062521499828	0.0163983303518187
Car5b	chrX	163976821	164028010	-	51190	0.509367681498829	0.280907278165503	0.191850594227504	0.0831043956043956	0.0350877192982456	0.0196078431372549	0
Siah1b	chrX	164070702	164076049	-	5348	0.575539230208286	0.469004774991939	0.414999034189685	0.276100474554083	0.0931855500821018	0.0889088012743927	0.0217391304347826
Pir	chrX	164269430	164373013	+	103584	0.467561306549293	0.266747308594684	0.176973129375304	0.100640080624425	0.0395892390040728	0.025358720484839	0.0113764549043737
Figf	chrX	164373547	164402647	+	29101	0.362381133510841	0.172110038931726	0.103764705882353	0.0490227517081737	0.0230078490261715	0.0183862433862434	0.00328947368421053
Piga	chrX	164419786	164433915	+	14130	0.511474994597132	0.430069580798322	0.261971479500891	0.218566932614492	0.109117031879041	0.0845011764757965	0.0164473684210526
Mospd2	chrX;chrX;chrX	164936170;164936170;164936170	164980375;164980375;164980375	-;-;-	44206	0.49047903401733	0.349019089977498	0.187056904551858	0.113991489890433	0.0331587958562347	0.0214247411435457	0.00614754098360656
Fancb	chrX;chrX	164980591;164980591	164997272;164997272	+;+	16682	0.447940468549422	0.277895619324667	0.152442473599682	0.0640800885132663	0.0251484541586595	0.0222603037111813	0.00346020761245675
Gemin8	chrX	166170479	166190512	+	20034	0.397647058823529	0.290785884759632	0.281789163868507	0.153742765107035	0.0847260563432765	0.0576208823631504	0.00744821715690911
Gpm6b	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	166238942;166238942;166238942;166344552;166344552;166344552;166344552;166344552;166344552	166389033;166389033;166389033;166389033;166389033;166389033;166389033;166389033;166389033	+;+;+;+;+;+;+;+;+	150092	0.657313793572985	0.414769277474196	0.163106384268097	0.0620285697741233	0.0138280688634651	0.00157055966439347	0.00125920845681232
Ofd1	chrX	166390032	166440704	-	50673	0.430529524664339	0.326097875622925	0.228159337896894	0.13892391625514	0.0732815938931515	0.0564328881372296	0.0150647143516336
Trappc2	chrX	166440824	166452543	+	11720	0.495984769816545	0.451532775960257	0.272691705790297	0.178051812300477	0.0735735735735736	0.0736586980047043	0.032258064516129
Rab9	chrX	166457251	166479867	-	22617	0.481165033997418	0.42937675070028	0.317345358785701	0.221786889193025	0.123441453209414	0.089075764937287	0.0130434782608696
Tceanc	chrX	166499814	166510478	-	10665	0.410280406225088	0.307172463506938	0.223193473193473	0.2249104699351	0.096076635996387	0.0566743655199427	0.0147058823529412
Tmsb4x	chrX	167207093	167209218	-	2126	0.317416796726705	0.229055258467023	0.0161290322580645	0.0296442687747036	0.0101010101010101	0.0444444444444444	0.00684931506849315
Prps2	chrX	167346332	167382699	-	36368	0.426177052701243	0.230148011355806	0.175153284497221	0.0701020483212591	0.0195022136928698	0.0121649123702895	0.00240384615384615
Frmpd4	chrX;chrX;chrX	167471305;167471305;167471305	168577233;168122997;167855077	-;-;-	1105929	0.584022556390977	0.290885785007072	0.1156191369606	0.0604023228421302	0.15863539445629	0.209834922111137	0.0345103691248299
Msl3	chrX	168653098	168673902	-	20805	0.416378611360048	0.314356201419398	0.157663630423921	0.0970030870535919	0.0209768157394373	0.0106025501988235	0.0034965034965035
Arhgap6	chrX;chrX;chrX;chrX	168795098;169036610;169036610;169112877	169304440;169304440;169304440;169304440	+;+;+;+	509343	0.311040832091725	0.147859006716003	0.0725002607431818	0.034545994966762	0.0129606928071438	0.00886267861758631	0.00174031746959052
Hccs	chrX	169311530	169320343	-	8814	0.473795916586685	0.336574049404331	0.218037539308176	0.148500949180439	0.0584884450755237	0.0388900136091147	0.0103289851505456
