closestGene	Chr	Start	End	per_v_dep	peak_halftime	Peakid	distTSS	CTCFsite	dist_prom	gene_halftime	gene_cat	gene_initialTPM	peak_duplicated
Dmd	chrX	82282459	82282768	depleted_peak	4.15530094421271	peak_1543	666101	nonCTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
Dmd	chrX	82288142	82288579	persistent_peak	11.7180099592348	peak_1544	660290	nonCTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
Dmd	chrX	82741623	82741877	depleted_peak	1.08658636176158	peak_1547	206992	nonCTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
Dmd	chrX	82809131	82809611	depleted_peak	3.09621609963864	peak_1548	139258	nonCTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
Dmd	chrX	82865473	82866590	depleted_peak	0.457531749726905	peak_1549	82279	nonCTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
Dmd	chrX	82896539	82896905	depleted_peak	0.657282531790789	peak_1552	51964	nonCTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
Dmd	chrX	83524610	83525144	depleted_peak	2.49000346376208	peak_1558	575742	nonCTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
Dmd	chrX	84001366	84001637	persistent_peak	NA	peak_1561	1052498	CTCF	distal	0.507469940158967	fastsilencing	76.1496831717674	FALSE
2010204K13Rik	chrX	7375331	7376801	persistent_peak	1.42341440186122	peak_46	44246	CTCF	distal	1.14700598487047	fastsilencing	76.1355623648188	FALSE
2010204K13Rik	chrX	7420978	7421483	depleted_peak	2.87854484110255	peak_48	0	CTCF	prom	1.14700598487047	fastsilencing	76.1355623648188	FALSE
2010204K13Rik	chrX	7428725	7430075	depleted_peak	3.84201081705987	peak_50	5738	nonCTCF	distal	1.14700598487047	fastsilencing	76.1355623648188	FALSE
Rpgr	chrX	10117097	10117759	persistent_peak	10.9738488721459	peak_202	98694	nonCTCF	distal	2.71105248906326	slowsilencing	76.0119331654476	FALSE
Rpgr	chrX	10216003	10217124	persistent_peak	14.9792290275576	peak_203	0	CTCF	prom	2.71105248906326	slowsilencing	76.0119331654476	FALSE
Slc6a8	chrX	73679157	73679498	persistent_peak	7.74318554515283	peak_1343	6026	nonCTCF	distal	2.07766948544812	slowsilencing	74.5329492494444	FALSE
Slc6a8	chrX	73684280	73684943	persistent_peak	3.66061246081671	peak_1345	11149	nonCTCF	distal	2.07766948544812	slowsilencing	74.5329492494444	FALSE
Slc6a8	chrX	73685452	73686014	persistent_peak	11.9521248289255	peak_1346	12321	nonCTCF	distal	2.07766948544812	slowsilencing	74.5329492494444	FALSE
Emd	chrX	74254135	74255460	depleted_peak	5.09084114760843	peak_1391	0	nonCTCF	prom	1.95672476500236	slowsilencing	74.0630350099385	FALSE
Yipf6	chrX	98932379	98932717	depleted_peak	1.21367168989044	peak_1807	5063	nonCTCF	distal	2.04695921602158	slowsilencing	73.3298139209489	FALSE
Yipf6	chrX	98936574	98938622	persistent_peak	9.17229751869083	peak_1808	0	CTCF	prom	2.04695921602158	slowsilencing	73.3298139209489	FALSE
Yipf6	chrX	98954083	98954397	persistent_peak	6.33715096103824	peak_1809	16304	CTCF	distal	2.04695921602158	slowsilencing	73.3298139209489	FALSE
Wdr44	chrX	23534807	23535952	persistent_peak	NA	peak_534	157164	nonCTCF	distal	5.40845617810113	slowsilencing	73.1599587694886	FALSE
Ssr4	chrX	73786137	73787686	persistent_peak	10.3193862459935	peak_1357	0	CTCF	prom	3.03202365503792	slowsilencing	72.2127349265929	TRUE
Ssr4	chrX	73791850	73792204	depleted_peak	4.01175136582539	peak_1358	4709	nonCTCF	distal	3.03202365503792	slowsilencing	72.2127349265929	FALSE
Ssr4	chrX	73797568	73799075	persistent_peak	12.6802391992927	peak_1360	10427	CTCF	distal	3.03202365503792	slowsilencing	72.2127349265929	FALSE
Mtap7d3	chrX	56821910	56822649	depleted_peak	1.49682504270057	peak_1060	0	nonCTCF	prom	0.438562372261488	fastsilencing	70.9456005386518	FALSE
Mtap7d3	chrX	56830054	56830498	depleted_peak	0.429026584049376	peak_1061	7730	nonCTCF	distal	0.438562372261488	fastsilencing	70.9456005386518	FALSE
Zfp449	chrX	55680999	55681526	persistent_peak	6.19510800459343	peak_1042	664873	nonCTCF	distal	1.59954642328935	mediumsilencing	70.8458077746329	FALSE
Zfp449	chrX	56240347	56240766	persistent_peak	NA	peak_1043	105633	nonCTCF	distal	1.59954642328935	mediumsilencing	70.8458077746329	FALSE
Rbmx	chrX	57392336	57393602	depleted_peak	3.71654535090948	peak_1070	0	nonCTCF	prom	0.991894869218946	fastsilencing	70.5438912220183	FALSE
Hdac8	chrX	102504853	102505620	depleted_peak	2.21405147429757	peak_1977	0	nonCTCF	prom	0.9662839798114	fastsilencing	70.5415567302982	FALSE
Hdac8	chrX	102543659	102543975	depleted_peak	1.45459750011732	peak_1978	38512	nonCTCF	distal	0.9662839798114	fastsilencing	70.5415567302982	FALSE
Hdac8	chrX	102567819	102568703	depleted_peak	0.550110382773	peak_1979	62672	nonCTCF	distal	0.9662839798114	fastsilencing	70.5415567302982	FALSE
Mir669m-2	chrX	77432954	77433993	persistent_peak	NA	peak_1478	41943	nonCTCF	distal	2.81038367667105	slowsilencing	69.5641271021871	FALSE
Hmgb3	chrX	71555371	71556778	depleted_peak	2.37534660973577	peak_1269	0	nonCTCF	prom	1.31385391488869	mediumsilencing	69.1435596670921	FALSE
Hmgb3	chrX	71559230	71559847	depleted_peak	1.70158047760781	peak_1270	3239	nonCTCF	distal	1.31385391488869	mediumsilencing	69.1435596670921	FALSE
Hmgb3	chrX	71570641	71571208	depleted_peak	1.07242865443192	peak_1271	14650	nonCTCF	distal	1.31385391488869	mediumsilencing	69.1435596670921	FALSE
Hmgb3	chrX	71601279	71601799	persistent_peak	6.80645610735657	peak_1272	45288	CTCF	distal	1.31385391488869	mediumsilencing	69.1435596670921	FALSE
Hmgb3	chrX	71664220	71665071	depleted_peak	2.6327482898869	peak_1275	108229	nonCTCF	distal	1.31385391488869	mediumsilencing	69.1435596670921	FALSE
Hmgb3	chrX	71670138	71670613	depleted_peak	0.834561316253657	peak_1276	114147	nonCTCF	distal	1.31385391488869	mediumsilencing	69.1435596670921	FALSE
Taz	chrX	74281368	74283197	depleted_peak	5.13055077094532	peak_1394	0	nonCTCF	prom	2.03862361856019	slowsilencing	68.1809258842379	FALSE
Eda	chrX	99974964	99976777	depleted_peak	1.21323416188701	peak_1850	0	nonCTCF	prom	0.596132227526883	fastsilencing	65.0079157643215	FALSE
Eda	chrX	100134459	100134622	depleted_peak	0.82711951741177	peak_1853	158855	nonCTCF	distal	0.596132227526883	fastsilencing	65.0079157643215	FALSE
Smarca1	chrX	46669642	46670209	depleted_peak	2.58319774117533	peak_813	1222343	nonCTCF	distal	0.472977882482537	fastsilencing	64.7812717048776	FALSE
Enox2	chrX	49124887	49125309	depleted_peak	1.70775829257287	peak_901	162933	nonCTCF	distal	1.367753558346	mediumsilencing	64.653718130268	FALSE
Enox2	chrX	49250864	49251152	persistent_peak	5.62295079794951	peak_902	37090	nonCTCF	distal	1.367753558346	mediumsilencing	64.653718130268	FALSE
Enox2	chrX	49287736	49288590	depleted_peak	3.13490471890632	peak_903	0	nonCTCF	prom	1.367753558346	mediumsilencing	64.653718130268	FALSE
Enox2	chrX	49480347	49481074	depleted_peak	0.985272101608563	peak_908	192106	nonCTCF	distal	1.367753558346	mediumsilencing	64.653718130268	FALSE
Uba1	chrX	20657974	20659743	persistent_peak	13.607007748207	peak_458	0	nonCTCF	prom	2.60875833402933	slowsilencing	62.9097413958427	FALSE
Uba1	chrX	20662245	20663589	persistent_peak	8.68399166855521	peak_459	0	CTCF	prom	2.60875833402933	slowsilencing	62.9097413958427	FALSE
Zfp182	chrX	21061467	21063488	depleted_peak	1.51777883510666	peak_485	0	nonCTCF	prom	2.20617930345843	slowsilencing	62.5109216175387	FALSE
Ndufb11	chrX	20616823	20618296	persistent_peak	12.676706601959	peak_457	0	nonCTCF	prom	2.55055890316999	slowsilencing	59.4238159602932	FALSE
Zfp275	chrX	73227910	73229275	depleted_peak	3.75124156997955	peak_1315	113344	nonCTCF	distal	1.55896120414346	mediumsilencing	57.6479600578177	FALSE
Rbmx2	chrX	48694493	48695420	depleted_peak	4.51710141733347	peak_889	0	nonCTCF	prom	3.13992788450328	slowsilencing	57.0866736675172	FALSE
Rbmx2	chrX	48709670	48709992	persistent_peak	10.3485183123743	peak_891	14668	nonCTCF	distal	3.13992788450328	slowsilencing	57.0866736675172	FALSE
Rbmx2	chrX	48712563	48713032	persistent_peak	NA	peak_892	17561	nonCTCF	distal	3.13992788450328	slowsilencing	57.0866736675172	FALSE
Apoo	chrX	94366313	94367576	persistent_peak	NA	peak_1726	0	CTCF	prom	1.7962535337528	mediumsilencing	57.0142224907676	FALSE
Gdi1	chrX	74304636	74305513	persistent_peak	5.98286731867543	peak_1397	0	nonCTCF	prom	1.49336638878292	mediumsilencing	54.1173764101302	FALSE
Naa10	chrX	73921300	73923099	persistent_peak	6.55677158463279	peak_1369	0	nonCTCF	prom	2.09980320248279	slowsilencing	53.4495226588295	FALSE
Otud5	chrX	7840911	7842618	persistent_peak	14.3015459720242	peak_100	0	nonCTCF	prom	2.55987258344993	slowsilencing	52.5330422067382	FALSE
Cask	chrX	13757456	13757871	depleted_peak	2.62590201805267	peak_349	88685	nonCTCF	distal	1.5533817462471	mediumsilencing	52.490065622325	FALSE
Cask	chrX	13845481	13847424	depleted_peak	4.53217407812532	peak_351	0	CTCF	prom	1.5533817462471	mediumsilencing	52.490065622325	FALSE
Cask	chrX	13858735	13859466	depleted_peak	3.57962432190089	peak_352	12180	nonCTCF	distal	1.5533817462471	mediumsilencing	52.490065622325	FALSE
Cask	chrX	14585091	14585893	persistent_peak	7.81529670330119	peak_359	738536	nonCTCF	distal	1.5533817462471	mediumsilencing	52.490065622325	FALSE
Cask	chrX	14632334	14632944	depleted_peak	1.71992435577836	peak_360	785779	nonCTCF	distal	1.5533817462471	mediumsilencing	52.490065622325	FALSE
Pin4	chrX	101984233	101984695	depleted_peak	0.553251128203452	peak_1949	134769	nonCTCF	distal	3.96528615558347	slowsilencing	51.859087595015	FALSE
Pin4	chrX	101993849	101994233	depleted_peak	2.77332580381437	peak_1951	125231	nonCTCF	distal	3.96528615558347	slowsilencing	51.859087595015	FALSE
Pin4	chrX	102003520	102004534	depleted_peak	0.616005269657663	peak_1952	114930	nonCTCF	distal	3.96528615558347	slowsilencing	51.859087595015	FALSE
Pin4	chrX	102070798	102071669	depleted_peak	1.79529303075104	peak_1956	47795	nonCTCF	distal	3.96528615558347	slowsilencing	51.859087595015	FALSE
Pin4	chrX	102118914	102119772	persistent_peak	10.6485804772034	peak_1957	0	nonCTCF	prom	3.96528615558347	slowsilencing	51.859087595015	FALSE
Med14	chrX	12759033	12759277	persistent_peak	NA	peak_291	2696	nonCTCF	distal	2.17619658637415	slowsilencing	51.7686475560113	FALSE
Med14	chrX	12761329	12762745	persistent_peak	9.57668012383141	peak_292	0	nonCTCF	prom	2.17619658637415	slowsilencing	51.7686475560113	FALSE
Cfp	chrX	20934369	20935331	depleted_peak	3.06892609474007	peak_480	2846	nonCTCF	distal	1.75692624049358	mediumsilencing	51.4175238673785	FALSE
Pdzd4	chrX	73816837	73817418	depleted_peak	5.23513711834378	peak_1363	7551	nonCTCF	distal	1.04705825362275	fastsilencing	50.0366388550966	FALSE
Pdzd4	chrX	73823351	73825348	persistent_peak	NA	peak_1364	0	nonCTCF	prom	1.04705825362275	fastsilencing	50.0366388550966	FALSE
Prkx	chrX	77718031	77718458	depleted_peak	0.438338113061972	peak_1486	77502	nonCTCF	distal	1.35821362920414	mediumsilencing	49.7444780503682	FALSE
Prkx	chrX	77723274	77723462	depleted_peak	1.24214216276206	peak_1488	72498	nonCTCF	distal	1.35821362920414	mediumsilencing	49.7444780503682	FALSE
Prkx	chrX	77795091	77797159	depleted_peak	4.20260474611242	peak_1489	0	nonCTCF	prom	1.35821362920414	mediumsilencing	49.7444780503682	FALSE
Prkx	chrX	77810629	77811180	depleted_peak	2.30352577383461	peak_1490	14670	CTCF	distal	1.35821362920414	mediumsilencing	49.7444780503682	FALSE
Prkx	chrX	77931351	77931577	persistent_peak	14.545611195793	peak_1492	135392	CTCF	distal	1.35821362920414	mediumsilencing	49.7444780503682	FALSE
Prkx	chrX	77957487	77958536	persistent_peak	NA	peak_1493	161528	nonCTCF	distal	1.35821362920414	mediumsilencing	49.7444780503682	FALSE
Prkx	chrX	77980805	77980969	depleted_peak	3.64964447073633	peak_1495	184846	CTCF	distal	1.35821362920414	mediumsilencing	49.7444780503682	FALSE
Prkx	chrX	78167904	78169765	depleted_peak	1.1447450243782	peak_1496	371945	nonCTCF	distal	1.35821362920414	mediumsilencing	49.7444780503682	FALSE
Haus7	chrX	73401043	73401942	depleted_peak	3.38270185757639	peak_1321	57087	nonCTCF	distal	1.98406094510531	slowsilencing	49.4494371633698	FALSE
Haus7	chrX	73411081	73411418	persistent_peak	1.74059635146813	peak_1322	47611	nonCTCF	distal	1.98406094510531	slowsilencing	49.4494371633698	FALSE
Haus7	chrX	73422015	73422583	persistent_peak	8.02636956049675	peak_1323	36446	nonCTCF	distal	1.98406094510531	slowsilencing	49.4494371633698	FALSE
Haus7	chrX	73452109	73452424	depleted_peak	2.42308226429965	peak_1325	6605	CTCF	distal	1.98406094510531	slowsilencing	49.4494371633698	FALSE
Haus7	chrX	73458723	73459575	persistent_peak	6.14245675205469	peak_1326	0	CTCF	prom	1.98406094510531	slowsilencing	49.4494371633698	FALSE
Mtmr1	chrX	71425897	71426178	depleted_peak	3.84989739079769	peak_1267	61139	CTCF	distal	1.25089459217784	mediumsilencing	48.8739694886337	FALSE
Msn	chrX	96095529	96097349	depleted_peak	0.396498218204945	peak_1767	0	nonCTCF	prom	0.866430466594613	fastsilencing	46.082611073579	FALSE
Pja1	chrX	99326286	99326812	depleted_peak	0.5583770441669	peak_1827	143923	nonCTCF	distal	0.935164609871529	fastsilencing	45.3831859347092	FALSE
Pja1	chrX	99331783	99333173	depleted_peak	1.46831110429913	peak_1828	137562	nonCTCF	distal	0.935164609871529	fastsilencing	45.3831859347092	FALSE
Pja1	chrX	99335887	99336986	depleted_peak	0.668298859622286	peak_1829	133749	nonCTCF	distal	0.935164609871529	fastsilencing	45.3831859347092	FALSE
Pja1	chrX	99463919	99464424	depleted_peak	3.365543505521	peak_1834	6311	CTCF	distal	0.935164609871529	fastsilencing	45.3831859347092	FALSE
Pja1	chrX	99521819	99523260	depleted_peak	0.67461092502853	peak_1837	51085	CTCF	distal	0.935164609871529	fastsilencing	45.3831859347092	FALSE
Pja1	chrX	99567509	99568102	depleted_peak	1.53399693917676	peak_1840	96775	nonCTCF	distal	0.935164609871529	fastsilencing	45.3831859347092	FALSE
Eif2s3x	chrX	94177599	94178559	depleted_peak	3.00313244696323	peak_1714	34092	nonCTCF	distal	3.41959285397146	slowsilencing	42.9522749663866	FALSE
Eif2s3x	chrX	94187790	94188481	depleted_peak	2.03716616707765	peak_1719	24170	nonCTCF	distal	3.41959285397146	slowsilencing	42.9522749663866	FALSE
Eif2s3x	chrX	94193924	94194433	persistent_peak	NA	peak_1720	18218	CTCF	distal	3.41959285397146	slowsilencing	42.9522749663866	FALSE
Eif2s3x	chrX	94197790	94198451	persistent_peak	7.92400943671241	peak_1721	14200	CTCF	distal	3.41959285397146	slowsilencing	42.9522749663866	FALSE
Eif2s3x	chrX	94212223	94213986	persistent_peak	NA	peak_1723	0	CTCF	prom	3.41959285397146	slowsilencing	42.9522749663866	FALSE
Klhl15	chrX	94234123	94235491	persistent_peak	11.0720882467298	peak_1724	0	CTCF	prom	0.84691227331715	fastsilencing	42.8687609748828	FALSE
Praf2	chrX	7727862	7729921	depleted_peak	4.93569925845199	peak_76	0	nonCTCF	prom	1.66634537346858	mediumsilencing	42.0302777894943	FALSE
Praf2	chrX	7733088	7734219	persistent_peak	NA	peak_77	4519	CTCF	distal	1.66634537346858	mediumsilencing	42.0302777894943	FALSE
Il13ra1	chrX	36025564	36026135	persistent_peak	NA	peak_624	86003	nonCTCF	distal	1.12895905772195	fastsilencing	40.6695572933409	FALSE
Fgf13	chrX	58620605	58620839	persistent_peak	8.339781654335	peak_1102	513597	CTCF	distal	0.742994277822579	fastsilencing	40.5965206864473	FALSE
Fgf13	chrX	59133452	59135444	depleted_peak	3.18718181872842	peak_1105	0	CTCF	prom	0.742994277822579	fastsilencing	40.5965206864473	FALSE
Fgf13	chrX	59493148	59493966	depleted_peak	1.50116183759589	peak_1108	91606	nonCTCF	distal	0.742994277822579	fastsilencing	40.5965206864473	FALSE
Fgf13	chrX	59556610	59557232	depleted_peak	1.10446668647052	peak_1110	28340	nonCTCF	distal	0.742994277822579	fastsilencing	40.5965206864473	FALSE
Phka1	chrX	102643805	102645128	depleted_peak	3.3618187271902	peak_1982	0	nonCTCF	prom	0.506554134139017	fastsilencing	39.7755171882368	FALSE
Phka1	chrX	102684495	102685260	depleted_peak	0.907725511603147	peak_1983	40250	nonCTCF	distal	0.506554134139017	fastsilencing	39.7755171882368	FALSE
Phka1	chrX	102802639	102803453	persistent_peak	14.6377400484989	peak_1987	158394	CTCF	distal	0.506554134139017	fastsilencing	39.7755171882368	FALSE
Irak1	chrX	73998828	73999967	persistent_peak	8.20268307042225	peak_1379	23951	nonCTCF	distal	1.31509237102548	mediumsilencing	38.4162421254437	FALSE
Irak1	chrX	74007933	74008733	persistent_peak	8.47472532692186	peak_1381	15185	nonCTCF	distal	1.31509237102548	mediumsilencing	38.4162421254437	FALSE
Irak1	chrX	74022994	74024304	depleted_peak	3.15733678727496	peak_1382	0	CTCF	prom	1.31509237102548	mediumsilencing	38.4162421254437	FALSE
Nudt11	chrX	5435461	5436561	persistent_peak	6.15092147706046	peak_18	610945	nonCTCF	distal	2.43715826542183	slowsilencing	38.0823463634251	FALSE
Nudt11	chrX	5467922	5468776	persistent_peak	13.5951184408434	peak_19	578730	nonCTCF	distal	2.43715826542183	slowsilencing	38.0823463634251	FALSE
Nudt11	chrX	3289987	3290414	persistent_peak	13.2363313121277	peak_2	2757092	nonCTCF	distal	2.43715826542183	slowsilencing	38.0823463634251	FALSE
Nudt11	chrX	6047740	6048670	persistent_peak	13.23863469346	peak_23	235	nonCTCF	prom	2.43715826542183	slowsilencing	38.0823463634251	FALSE
Nudt11	chrX	6082883	6083648	depleted_peak	4.68187137886676	peak_24	35378	nonCTCF	distal	2.43715826542183	slowsilencing	38.0823463634251	FALSE
Nudt11	chrX	6091813	6092762	persistent_peak	8.30678413352661	peak_25	44308	nonCTCF	distal	2.43715826542183	slowsilencing	38.0823463634251	FALSE
Ebp	chrX	8191975	8194002	persistent_peak	6.46745549383046	peak_151	0	nonCTCF	prom	1.6979859979087	mediumsilencing	38.0643659296523	FALSE
Suv39h1	chrX	8015630	8016302	persistent_peak	5.53910059007244	peak_123	58011	CTCF	distal	3.44946420618954	slowsilencing	37.0871207500421	FALSE
Suv39h1	chrX	8020076	8020701	persistent_peak	8.18838301978663	peak_124	53612	CTCF	distal	3.44946420618954	slowsilencing	37.0871207500421	FALSE
Suv39h1	chrX	8033156	8033297	persistent_peak	NA	peak_125	41016	CTCF	distal	3.44946420618954	slowsilencing	37.0871207500421	FALSE
Suv39h1	chrX	8048755	8049652	persistent_peak	NA	peak_126	24661	nonCTCF	distal	3.44946420618954	slowsilencing	37.0871207500421	FALSE
Suv39h1	chrX	8050270	8051875	persistent_peak	11.2316366085446	peak_127	22438	nonCTCF	distal	3.44946420618954	slowsilencing	37.0871207500421	FALSE
Suv39h1	chrX	8073680	8075455	persistent_peak	NA	peak_132	0	nonCTCF	prom	3.44946420618954	slowsilencing	37.0871207500421	FALSE
Suv39h1	chrX	8096158	8097410	persistent_peak	NA	peak_133	21399	nonCTCF	distal	3.44946420618954	slowsilencing	37.0871207500421	FALSE
Ikbkg	chrX	74392730	74393720	depleted_peak	4.23973249148098	peak_1405	0	CTCF	prom	1.62001191189747	mediumsilencing	36.2175173829082	FALSE
Ikbkg	chrX	74428448	74430098	depleted_peak	3.35304065443853	peak_1407	0	nonCTCF	prom	1.62001191189747	mediumsilencing	36.2175173829082	FALSE
Ikbkg	chrX	74452724	74453182	persistent_peak	10.2620449763846	peak_1408	23045	CTCF	distal	1.62001191189747	mediumsilencing	36.2175173829082	FALSE
Ikbkg	chrX	74517364	74518047	depleted_peak	3.69047732180842	peak_1409	87685	nonCTCF	distal	1.62001191189747	mediumsilencing	36.2175173829082	FALSE
Ikbkg	chrX	74640668	74641152	persistent_peak	NA	peak_1413	210989	nonCTCF	distal	1.62001191189747	mediumsilencing	36.2175173829082	FALSE
Wdr45	chrX	7713910	7715116	persistent_peak	8.65347206394927	peak_71	7103	nonCTCF	distal	2.49768305896931	slowsilencing	35.9968164952338	FALSE
Wdr45	chrX	7721699	7722586	persistent_peak	9.86643758384109	peak_72	0	nonCTCF	prom	2.49768305896931	slowsilencing	35.9968164952338	FALSE
Wdr45	chrX	7722753	7723320	persistent_peak	5.47420894363877	peak_73	0	nonCTCF	prom	2.49768305896931	slowsilencing	35.9968164952338	FALSE
Wdr45	chrX	7724241	7725225	depleted_peak	4.10604544125435	peak_74	1316	nonCTCF	distal	2.49768305896931	slowsilencing	35.9968164952338	FALSE
Zc4h2	chrX	95658161	95658901	depleted_peak	3.05068203995974	peak_1755	0	nonCTCF	prom	0.977981861004138	fastsilencing	35.8518623142576	FALSE
Clcn5	chrX	7188289	7188777	depleted_peak	2.16343412179889	peak_40	0	nonCTCF	prom	1.48311087519028	mediumsilencing	33.5373525242695	FALSE
Clcn5	chrX	7249327	7249649	persistent_peak	4.91732227014649	peak_42	60614	nonCTCF	distal	1.48311087519028	mediumsilencing	33.5373525242695	FALSE
Clcn5	chrX	7306902	7307393	depleted_peak	2.28506199802396	peak_43	11965	nonCTCF	distal	1.48311087519028	mediumsilencing	33.5373525242695	FALSE
Clcn5	chrX	7318428	7319701	persistent_peak	6.48419002439811	peak_44	0	nonCTCF	prom	1.48311087519028	mediumsilencing	33.5373525242695	FALSE
Fam50a	chrX	74312613	74313729	persistent_peak	7.36353540088232	peak_1398	0	nonCTCF	prom	1.26460351546814	mediumsilencing	33.0982157890309	FALSE
Slc9a6	chrX	56609416	56610288	persistent_peak	9.00081949979418	peak_1051	0	nonCTCF	prom	1.46105647917136	mediumsilencing	33.0370504359709	FALSE
Prrg1	chrX	78403104	78403966	depleted_peak	0.637123302843469	peak_1499	179839	nonCTCF	distal	0.836223754604929	fastsilencing	33.0153459100081	FALSE
Prrg1	chrX	78583255	78584174	depleted_peak	3.10923367907661	peak_1500	0	nonCTCF	prom	0.836223754604929	fastsilencing	33.0153459100081	FALSE
Prrg1	chrX	78950568	78951228	persistent_peak	12.8560770538217	peak_1502	366672	nonCTCF	distal	0.836223754604929	fastsilencing	33.0153459100081	FALSE
A230072C01Rik	chrX	20961351	20962566	persistent_peak	9.79323678598748	peak_484	0	nonCTCF	prom	1.66573400204825	mediumsilencing	32.2240476096792	TRUE
Slc25a14	chrX	48623169	48624184	depleted_peak	2.20305861107844	peak_887	0	nonCTCF	prom	1.22382416786558	mediumsilencing	32.2229141806802	FALSE
Cdk16	chrX	20687283	20689303	persistent_peak	NA	peak_460	0	nonCTCF	prom	2.3900460841764	slowsilencing	32.0718148121546	FALSE
5730405O15Rik	chrX	12916601	12917587	depleted_peak	3.9969507955232	peak_303	124427	nonCTCF	distal	2.15596467578728	slowsilencing	31.9988526033683	FALSE
5730405O15Rik	chrX	12924798	12925260	depleted_peak	4.59900284413764	peak_305	116754	CTCF	distal	2.15596467578728	slowsilencing	31.9988526033683	FALSE
5730405O15Rik	chrX	12926871	12927522	depleted_peak	2.01124999469226	peak_306	114492	nonCTCF	distal	2.15596467578728	slowsilencing	31.9988526033683	FALSE
5730405O15Rik	chrX	12927901	12928769	persistent_peak	6.47621169649262	peak_307	113245	nonCTCF	distal	2.15596467578728	slowsilencing	31.9988526033683	FALSE
5730405O15Rik	chrX	12936314	12937318	persistent_peak	NA	peak_308	104696	nonCTCF	distal	2.15596467578728	slowsilencing	31.9988526033683	FALSE
5730405O15Rik	chrX	12942394	12942799	depleted_peak	5.18983262273679	peak_309	99215	nonCTCF	distal	2.15596467578728	slowsilencing	31.9988526033683	FALSE
5730405O15Rik	chrX	13013876	13014726	persistent_peak	NA	peak_315	27288	nonCTCF	distal	2.15596467578728	slowsilencing	31.9988526033683	FALSE
5730405O15Rik	chrX	13046568	13048529	persistent_peak	13.3245126912521	peak_319	4555	nonCTCF	distal	2.15596467578728	slowsilencing	31.9988526033683	FALSE
Maged1	chrX	94541685	94543211	depleted_peak	4.38922217265569	peak_1728	0	nonCTCF	prom	0.813345825297538	fastsilencing	31.4576048606209	FALSE
Pcyt1b	chrX	93672042	93673228	depleted_peak	1.25546673268161	peak_1684	1883	nonCTCF	distal	0.644371867282083	fastsilencing	30.7380270169911	FALSE
Dlg3	chrX	100729720	100730470	depleted_peak	0.917814204719297	peak_1868	37251	nonCTCF	distal	0.689319201827971	fastsilencing	30.4171829841176	FALSE
Dlg3	chrX	100739040	100739748	depleted_peak	1.59696952081784	peak_1869	27973	CTCF	distal	0.689319201827971	fastsilencing	30.4171829841176	FALSE
Dlg3	chrX	100741894	100742387	depleted_peak	4.05044019417033	peak_1870	25334	CTCF	distal	0.689319201827971	fastsilencing	30.4171829841176	FALSE
Dlg3	chrX	100767197	100768406	depleted_peak	4.62664574457878	peak_1872	0	CTCF	prom	0.689319201827971	fastsilencing	30.4171829841176	FALSE
Dlg3	chrX	100776456	100777653	depleted_peak	3.35248510930798	peak_1874	0	CTCF	prom	0.689319201827971	fastsilencing	30.4171829841176	FALSE
Ophn1	chrX	98545635	98546753	depleted_peak	1.31309025676118	peak_1801	344232	nonCTCF	distal	0.761927967333138	fastsilencing	29.2684685330308	FALSE
Hcfc1	chrX	73948662	73949074	persistent_peak	11.8791886132664	peak_1373	17283	CTCF	distal	1.86912318651152	slowsilencing	29.1489913762538	FALSE
Hcfc1	chrX	73965790	73968187	persistent_peak	8.37125673569878	peak_1377	0	nonCTCF	prom	1.86912318651152	slowsilencing	29.1489913762538	FALSE
Rbm10	chrX	20547982	20548571	depleted_peak	4.45252614956856	peak_455	68931	nonCTCF	distal	2.51300843156531	slowsilencing	28.7794253646029	FALSE
Rbm10	chrX	20587905	20588235	depleted_peak	3.84070148430434	peak_456	29267	CTCF	distal	2.51300843156531	slowsilencing	28.7794253646029	FALSE
Rbm10	chrX	20616823	20618296	persistent_peak	12.676706601959	peak_457	0	nonCTCF	prom	2.51300843156531	slowsilencing	28.7794253646029	TRUE
Timp1	chrX	20861503	20861919	persistent_peak	12.1695566226039	peak_473	8246	nonCTCF	distal	1.96382901284968	slowsilencing	28.694627709501	FALSE
Timp1	chrX	20862119	20863735	persistent_peak	10.5411230805448	peak_474	6430	nonCTCF	distal	1.96382901284968	slowsilencing	28.694627709501	FALSE
Timp1	chrX	20869786	20870578	depleted_peak	3.34037519470976	peak_475	0	nonCTCF	prom	1.96382901284968	slowsilencing	28.694627709501	FALSE
Timp1	chrX	20872895	20873693	persistent_peak	6.83739333803848	peak_476	2731	nonCTCF	distal	1.96382901284968	slowsilencing	28.694627709501	FALSE
Stard8	chrX	99042246	99043215	depleted_peak	1.13989341566751	peak_1812	0	nonCTCF	prom	0.330236256182013	fastsilencing	27.9692792314498	FALSE
Stard8	chrX	99046364	99047011	depleted_peak	1.0337529624322	peak_1814	3785	nonCTCF	distal	0.330236256182013	fastsilencing	27.9692792314498	FALSE
