Peakid	Chr	Start	End	Strand	Length	NPC_0d	NPC_1d	NPC_3d	NPC_6d	NPC_17d
peak_1217	chrX	68511675	68512698	+	1024	0.308282377991847	0.221988795518207	0.123574827183769	0.113120460048426	0.042420132610006
peak_1220	chrX	68677795	68679591	+	1797	0.514166666666667	0.46509296390813	0.410691823899371	0.314036947922189	0.128264377934272
peak_1221	chrX	68739860	68740573	+	714	0.456613756613757	0.3	0.170454545454545	0.196153846153846	0.0654545454545455
peak_1222	chrX	68761647	68762277	+	631	0.691566929802224	0.633680555555556	0.454761904761905	0.541666666666667	0.387272727272727
peak_1224	chrX	68893086	68893318	+	233	0.443994601889339	0.196599825632084	0.110714285714286	0.1	0.1
peak_1227	chrX	69147055	69147676	+	622	0.530952380952381	0.505050505050505	0.203933747412008	0.483516483516483	0.156060606060606
peak_1228	chrX	69246638	69247035	+	398	0.696825676230711	0.484848484848485	0.545955882352941	0.382051282051282	0.352678571428571
peak_1229	chrX	69359853	69361567	+	1715	0.733403045903046	0.580909090909091	0.496212121212121	0.5125	0.332934609250399
peak_1240	chrX	70327594	70328184	+	591	0.494829606923909	0.279699248120301	0.270531400966184	0.162835249042146	0.0882352941176471
peak_1241	chrX	70330424	70330735	+	312	0.491696738839882	0.326819923371648	0.254032258064516	0.291666666666667	0.169466403162055
peak_1242	chrX	70364752	70365437	+	686	0.485281385281385	0.372549019607843	0.30384150030248	0.220909090909091	0.0705531112507857
peak_1244	chrX	70374577	70374907	+	331	0.544987922705314	0.390092879256966	0.354166666666667	0.425714285714286	0.0294117647058824
peak_1245	chrX	70385114	70386251	+	1138	0.609848484848485	0.365384615384615	0.252403846153846	0.160864345738295	0.0390151515151515
peak_1247	chrX	70476742	70477417	+	676	0.464925755248336	0.357287449392713	0.258169934640523	0.166666666666667	0.0192307692307692
peak_1256	chrX	70712489	70713658	+	1170	0.290736760307836	0.165632549967055	0.0804582830199529	0.0893464793648024	0.0363649720834558
peak_1260	chrX	71131674	71131909	+	236	0.406926406926407	0.292735042735043	0.1875	0.172619047619048	0.0476190476190476
peak_1261	chrX	71214365	71215777	+	1413	0.410287008488447	0.338627795928625	0.19348337746396	0.166448692152917	0.0306171470805617
peak_1267	chrX	71425897	71426178	+	282	0.557643745143745	0.30952380952381	0.273291925465838	0.269886363636364	0.0571428571428571
peak_1268	chrX	71492414	71493561	+	1148	0.535907166836958	0.259206219312602	0.272573189522342	0.159663865546218	0.0717241379310345
peak_1269	chrX	71555371	71556778	+	1408	0.459563543003851	0.284574468085106	0.184397163120567	0.197	0.0508333333333333
peak_1270	chrX	71559230	71559847	+	618	0.389228491282407	0.213186813186813	0.142025469981807	0.148902821316614	0.0178799489144317
peak_1271	chrX	71570641	71571208	+	568	0.478780284043442	0.263235294117647	0.100490196078431	0.11	0.138888888888889
peak_1272	chrX	71601279	71601799	+	521	0.539938080495356	0.316666666666667	0.335664335664336	0.318376068376068	0.130067567567568
peak_1275	chrX	71664220	71665071	+	852	0.504401685216626	0.411875	0.206060606060606	0.17962962962963	0.141025641025641
peak_1276	chrX	71670138	71670613	+	476	0.448412698412698	0.191919191919192	0.105475040257649	0.123019571295433	0.0142857142857143
peak_1277	chrX	71700576	71701388	+	813	0.386144505160899	0.21812865497076	0.109090909090909	0.0882657017317136	0.0078125
peak_1278	chrX	71812107	71812793	+	687	0.344796852910443	0.136363636363636	0.129166666666667	0.126984126984127	0.0106382978723404
peak_1279	chrX	71816066	71817235	+	1170	0.534659980082515	0.327457264957265	0.326666666666667	0.199350649350649	0.0373134328358209
peak_1281	chrX	71961995	71963295	+	1301	0.512129700364994	0.364779874213837	0.202302631578947	0.124542124542125	0.0574186991869919
peak_1286	chrX	72240667	72241033	+	367	0.507264957264957	0.487878787878788	0.269883351007423	0.217857142857143	0.26684350132626
peak_1288	chrX	72274348	72275420	+	1073	0.489123630672926	0.326190476190476	0.168686868686869	0.24961079398028	0.0455407969639469
peak_1298	chrX	72824885	72825566	+	682	0.472434691745037	0.4125	0.164285714285714	0.126984126984127	0.0642857142857143
peak_1301	chrX	72986822	72988118	+	1297	0.56233850129199	0.414655172413793	0.188095238095238	0.214646464646465	0.0394736842105263
peak_1302	chrX	72992269	72992948	+	680	0.539405684754522	0.299010513296228	0.304032258064516	0.239130434782609	0.1671826625387
peak_1303	chrX	73007717	73008594	+	878	0.461857810067462	0.407206632653061	0.363392857142857	0.270005299417064	0.106657608695652
peak_1304	chrX	73032229	73032529	+	301	0.562418300653595	0.342307692307692	0.293939393939394	0.273109243697479	0.03125
peak_1305	chrX	73038781	73039110	+	330	0.370809544722588	0.415770609318996	0.182894736842105	0.126984126984127	0.170634920634921
peak_1306	chrX	73039463	73040130	+	668	0.379021723839955	0.173917000364033	0.141176470588235	0.0537330316742081	0.0104166666666667
peak_1308	chrX	73053801	73054340	+	540	0.426599832915622	0.475324675324675	0.270596590909091	0.266666666666667	0.115740740740741
peak_1310	chrX	73097023	73097424	+	402	0.506060606060606	0.381987577639752	0.21875	0.364583333333333	0.156565656565657
peak_1315	chrX	73227910	73229275	+	1366	0.554250631623423	0.358347297863427	0.313131313131313	0.214458560193587	0.0751559251559252
peak_1320	chrX	73379358	73379940	+	583	0.251256613756614	0.146234259919221	0.142318059299191	0.147727272727273	0.109848484848485
peak_1321	chrX	73401043	73401942	+	900	0.536070853462158	0.421858216970999	0.291515151515152	0.188359788359788	0.153021442495127
peak_1322	chrX	73411081	73411418	+	338	0.579710144927536	0.339285714285714	0.284090909090909	0.16695652173913	0.223938223938224
peak_1323	chrX	73422015	73422583	+	569	0.525252525252525	0.414915966386555	0.273913043478261	0.377492877492878	0.172619047619048
peak_1325	chrX	73452109	73452424	+	316	0.514115514115514	0.371863799283154	0.19212962962963	0.187134502923977	0.0675675675675676
peak_1326	chrX	73458723	73459575	+	853	0.520529089168144	0.404200715877625	0.387590579710145	0.252237062868046	0.0436709354989848
peak_1329	chrX	73560613	73561025	+	413	0.621794871794872	0.483766233766234	0.308695652173913	0.249084249084249	0.146875
peak_1330	chrX	73593281	73593914	+	634	0.405387701629411	0.233062330623306	0.129568106312292	0.247916666666667	0.0432692307692308
peak_1335	chrX	73637310	73637955	+	646	0.488095238095238	0.366666666666667	0.348484848484849	0.227272727272727	0.103571428571429
peak_1337	chrX	73644925	73645426	+	502	0.668174962292609	0.460526315789474	0.456140350877193	0.376602564102564	0.117647058823529
peak_1338	chrX	73654010	73654693	+	684	0.641642628266115	0.515877016129032	0.545191722458917	0.408730158730159	0.0871341048332199
peak_1343	chrX	73679157	73679498	+	342	0.428282828282828	0.378571428571429	0.397435897435897	0.157051282051282	0.198717948717949
peak_1345	chrX	73684280	73684943	+	664	0.644300144300144	0.521739130434783	0.348370927318296	0.257142857142857	0.203007518796992
peak_1346	chrX	73685452	73686014	+	563	0.50530303030303	0.388461538461538	0.497435897435897	0.282051282051282	0.20952380952381
peak_1348	chrX	73715418	73717383	+	1966	0.505398359021547	0.432690878127239	0.362287916598987	0.307854592664719	0.114996746909564
peak_1351	chrX	73739052	73740395	+	1344	0.512998112470614	0.413030789435284	0.333501006036217	0.236967957914873	0.067481884057971
peak_1352	chrX	73745033	73745460	+	428	0.407444168734491	0.309090909090909	0.157575757575758	0.101674641148325	0.046875
peak_1357	chrX	73786137	73787686	+	1550	0.554301075268817	0.452205882352941	0.408058608058608	0.398828887443071	0.111895161290323
peak_1358	chrX	73791850	73792204	+	355	0.455848546315078	0.207894736842105	0.289525691699605	0.173611111111111	0.0570824524312896
peak_1360	chrX	73797568	73799075	+	1508	0.451099718957725	0.283715925394548	0.396098003629764	0.300142247510669	0.150551684088269
peak_1363	chrX	73816837	73817418	+	582	0.421820010055304	0.432307692307692	0.242398648648649	0.219235364396655	0.0855978260869565
peak_1364	chrX	73823351	73825348	+	1998	0.471025727446354	0.302083333333333	0.266025641025641	0.254261363636364	0.219893292682927
peak_1365	chrX	73869470	73869776	+	307	0.478518518518518	0.394787644787645	0.394713261648746	0.324675324675325	0.105342136854742
peak_1366	chrX	73880216	73881783	+	1568	0.515782828282828	0.354166666666667	0.227142857142857	0.354166666666667	0.122425629290618
peak_1367	chrX	73910705	73911684	+	980	0.483981693363844	0.183823529411765	0.35	0.128787878787879	0.1
peak_1368	chrX	73914535	73915582	+	1048	0.615382266875214	0.489339914047811	0.463912857538175	0.373122032648991	0.213832880499547
peak_1369	chrX	73921300	73923099	+	1800	0.461537721694302	0.365744773519164	0.356455176767677	0.22889938130902	0.0721461359018737
peak_1371	chrX	73930392	73931666	+	1275	0.465165770609319	0.365969802555168	0.258279009126467	0.207568027210884	0.0521804062126643
peak_1372	chrX	73941774	73941960	+	187	0.416289592760181	0.261363636363636	0.242857142857143	0.297619047619048	0.15
peak_1373	chrX	73948662	73949074	+	413	0.450928519555971	0.410714285714286	0.435032894736842	0.447413793103448	0.101271186440678
peak_1377	chrX	73965790	73968187	+	2398	0.478187544566267	0.412321999418774	0.370892018779343	0.288763066202091	0.11328581871345
peak_1379	chrX	73998828	73999967	+	1140	0.441436221510618	0.337381275440977	0.32357910906298	0.263497039359108	0.116970576046415
peak_1381	chrX	74007933	74008733	+	801	0.542220925376038	0.392697881828317	0.331385281385281	0.361443381180223	0.171747065206669
peak_1382	chrX	74022994	74024304	+	1311	0.494287634408602	0.406666666666667	0.183333333333333	0.252564102564103	0.0925531914893617
peak_1385	chrX	74084690	74086381	+	1692	0.516104049438102	0.397079663933597	0.310714285714286	0.237204779888394	0.0943019943019943
peak_1386	chrX	74115511	74115865	+	355	0.420750151240169	0.33875	0.151315789473684	0.09375	0.06
peak_1387	chrX	74244458	74245136	+	679	0.45256038647343	0.258333333333333	0.208333333333333	0.276811594202899	0
peak_1388	chrX	74245587	74247334	+	1748	0.504065939944139	0.343083003952569	0.254111377752682	0.174547440699126	0.0472039473684211
peak_1391	chrX	74254135	74255460	+	1326	0.493815235182055	0.380125500378665	0.304597977852672	0.236111111111111	0.083695706502724
peak_1392	chrX	74269715	74271502	+	1788	0.463573967090946	0.42375	0.323977730049836	0.273481947180838	0.0627880184331797
peak_1393	chrX	74272854	74274385	+	1532	0.486790986790987	0.363541666666667	0.288615965989608	0.269628647214854	0.058048433048433
peak_1394	chrX	74281368	74283197	+	1830	0.446965683190393	0.345601726929304	0.262184956359714	0.222556390977444	0.0446915001993179
peak_1395	chrX	74296512	74297766	+	1255	0.485316054965308	0.403890279516062	0.303155987795576	0.204104553808454	0.0505695208169678
peak_1396	chrX	74299107	74299355	+	249	0.525879917184265	0.375	0.326388888888889	0.0909090909090909	0.0294117647058824
peak_1397	chrX	74304636	74305513	+	878	0.447722567287785	0.346590909090909	0.303418803418803	0.227941176470588	0.0708165322580645
peak_1398	chrX	74312613	74313729	+	1117	0.480997732426304	0.36978221415608	0.317234848484849	0.290230846436935	0.108441558441558
peak_1399	chrX	74328340	74329509	+	1170	0.511557656947728	0.395458265139116	0.301162790697674	0.101581027667984	0.0470653377630122
peak_1403	chrX	74368079	74369081	+	1003	0.522847522847523	0.233270676691729	0.156659619450317	0.114285714285714	0.0211864406779661
peak_1404	chrX	74372895	74373660	+	766	0.52681745212705	0.318842174774378	0.212413326568578	0.158689458689459	0.0202001482579689
peak_1405	chrX	74392730	74393720	+	991	0.49698272741751	0.406835530881332	0.288480207097401	0.200961538461538	0.0452777777777778
peak_1407	chrX	74428448	74430098	+	1651	0.551404151404151	0.418269230769231	0.292140151515151	0.172892720306513	0.0332286760858189
peak_1408	chrX	74452724	74453182	+	459	0.64465811965812	0.686868686868687	0.45	0.494949494949495	0.170673076923077
peak_1409	chrX	74517364	74518047	+	684	0.443910559139353	0.3890625	0.204301075268817	0.183435181143605	0.0217029449423816
peak_1413	chrX	74640668	74641152	+	485	0.513768115942029	0.404040404040404	0.427272727272727	0.482954545454545	0.498106060606061
peak_1415	chrX	75084403	75085311	+	909	0.550456253354804	0.422222222222222	0.422727272727273	0.205357142857143	0.0958333333333333
peak_1416	chrX	75095317	75096691	+	1375	0.579174090766167	0.448813559322034	0.413782051282051	0.295691609977324	0.027027027027027
peak_1417	chrX	75103213	75104420	+	1208	0.3494813422445	0.379591836734694	0.244844989185292	0.152310924369748	0.0430555555555556
peak_1422	chrX	75110596	75111808	+	1213	0.402564102564103	0.246130030959752	0.416666666666667	0.160839160839161	0.0910714285714286
peak_1424	chrX	75130455	75131365	+	911	0.474987974987975	0.312229437229437	0.369463869463869	0.282417582417582	0.0333333333333333
peak_1425	chrX	75143087	75143767	+	681	0.619008533646016	0.490147783251232	0.454831932773109	0.361904761904762	0.211111111111111
peak_1427	chrX	75189460	75190002	+	543	0.603294573643411	0.422619047619048	0.3	0.15	0.151515151515151
peak_1429	chrX	75231371	75231867	+	497	0.527528344671202	0.263231756214916	0.154054054054054	0.2188995215311	0.0388563049853372
peak_1434	chrX	75416052	75417124	+	1073	0.540638793830283	0.482684499641748	0.351388888888889	0.331413380593709	0.0802277432712215
peak_1435	chrX	75475209	75475639	+	431	0.685149328169923	0.693993506493507	0.735294117647059	0.654111558366878	0.84045584045584
peak_1437	chrX	75513943	75514922	+	980	0.477257693413862	0.375874125874126	0.355654348430119	0.344871989092562	0.122887596899225
peak_1440	chrX	75673267	75674658	+	1392	0.472402456500213	0.416480071652485	0.392096049403137	0.340366023363973	0.17057345026364
peak_1441	chrX	75723614	75724118	+	505	0.719590643274854	0.859803921568628	0.60536398467433	0.739495798319328	0.803571428571429
peak_1442	chrX	75728399	75729194	+	796	0.65	0.525062656641604	0.613461538461539	0.46875	0.423831070889894
peak_1444	chrX	75733420	75735707	+	2288	0.60639846743295	0.506177296430004	0.496408582089552	0.564032754759239	0.518318497611811
peak_1445	chrX	75738451	75740957	+	2507	0.588336247964783	0.50893665158371	0.488455753515994	0.547552272442719	0.546862516132997
peak_1448	chrX	75749144	75750711	+	1568	0.745830157210287	0.663476027662175	0.694277551229115	0.706628424071784	0.734200872956909
peak_1450	chrX	75753847	75754936	+	1090	0.53805759020269	0.432604166666667	0.438733506886501	0.453987240829346	0.444208885989708
peak_1451	chrX	75757753	75759982	+	2230	0.470436140913388	0.331368912289099	0.4305625	0.342990142387733	0.269758672699849
peak_1453	chrX	75770293	75770962	+	670	0.63849837901562	0.263133640552995	0.173611111111111	0.0986969111969112	0.150793650793651
peak_1454	chrX	75775645	75776126	+	482	0.408593322386426	0.238095238095238	0.0606617647058824	0.222910216718266	0.046875
peak_1455	chrX	75829146	75830612	+	1467	0.619727539656889	0.36965811965812	0.244542196155099	0.192938271604938	0.0634674922600619
peak_1456	chrX	75873406	75875390	+	1985	0.353364353364353	0.272342995169082	0.247333880229696	0.240421455938697	0.0714285714285714
peak_1457	chrX	75882747	75883279	+	533	0.40893665158371	0.172161172161172	0.123333333333333	0.116013071895425	0.108359133126935
peak_1459	chrX	75966042	75966945	+	904	0.554625409069659	0.42	0.251251251251251	0.232638888888889	0.156468531468531
peak_1460	chrX	76174668	76175345	+	678	0.593313019652305	0.266774891774892	0.296794871794872	0.191184141888367	0.172240802675585
peak_1461	chrX	76201338	76201618	+	281	0.522440087145969	0.231601731601732	0.342710997442455	0.303030303030303	0.0714285714285714
peak_1478	chrX	77432954	77433993	+	1040	0.480982905982906	0.278937381404175	0.320075757575758	0.336363636363636	0.386363636363636
peak_1481	chrX	77508811	77512246	+	3436	0.48399461794919	0.266211382113821	0.248759689922481	0.228376906318083	0.0777391975308642
peak_1482	chrX	77525134	77525753	+	620	0.607936507936508	0.322734499205087	0.126190476190476	0.19435736677116	0.104651162790698
peak_1483	chrX	77567568	77568603	+	1036	0.444260012184963	0.162278481012658	0.154233080742096	0.108585858585859	0.0376683501683502
peak_1486	chrX	77718031	77718458	+	428	0.470899470899471	0.140909090909091	0.125457875457875	0.0977272727272727	0.101515151515152
peak_1488	chrX	77723274	77723462	+	189	0.492270714737508	0.247159090909091	0.219551282051282	0.0839160839160839	0.148351648351648
peak_1489	chrX	77795091	77797159	+	2069	0.483313734842653	0.354699211993081	0.276510029299076	0.20897190293742	0.0898431948458004
peak_1490	chrX	77810629	77811180	+	552	0.38406731113498	0.219166138237159	0.176568501920615	0.0942982456140351	0.0277777777777778
peak_1492	chrX	77931351	77931577	+	227	0.502525252525253	0.241228070175439	0.437931034482759	0.393939393939394	0.166666666666667
peak_1493	chrX	77957487	77958536	+	1050	0.534722222222222	0.379090909090909	0.34307992202729	0.267269736842105	0.371212121212121
peak_1495	chrX	77980805	77980969	+	165	0.527777777777778	0.372549019607843	0.217672413793103	0.291228070175439	0.0806451612903226
peak_1496	chrX	78167904	78169765	+	1862	0.278936078936079	0.145161290322581	0.108279220779221	0.133023255813953	0.0486206896551724
peak_1499	chrX	78403104	78403966	+	863	0.236228689006467	0.0962878680130849	0.13632228719948	0.0822595704948646	0.0303571428571429
peak_1500	chrX	78583255	78584174	+	920	0.489543422733078	0.288170163170163	0.23859649122807	0.201058201058201	0.0595238095238095
peak_1502	chrX	78950568	78951228	+	661	0.535973045548969	0.382457027300303	0.348484848484849	0.436666666666667	0.154569892473118
peak_1503	chrX	79108341	79108908	+	568	0.395867542419267	0.206932773109244	0.112903225806452	0.0972222222222222	0.14957264957265
peak_1504	chrX	79316857	79317238	+	382	0.653703703703704	0.387820512820513	0.331578947368421	0.25	0.218253968253968
peak_1505	chrX	79517066	79517638	+	573	0.450923628342983	0.245698924731183	0.207303974221267	0.15695652173913	0.0699939135727328
peak_1508	chrX	79635307	79635807	+	501	0.555555555555555	0.462962962962963	0.357142857142857	0.430555555555556	0.375
peak_1509	chrX	79651134	79651668	+	535	0.554471544715447	0.209375	0.227272727272727	0.298611111111111	0.119047619047619
peak_1510	chrX	79671126	79671765	+	640	0.726746947082768	0.62150659668038	0.566155258326777	0.428571428571429	0.17993396918562
peak_1513	chrX	79758279	79759002	+	724	0.534742015601706	0.386354652541703	0.325710876913899	0.263605442176871	0.192787794729542
peak_1518	chrX	79929943	79930522	+	580	0.389005183413078	0.301282051282051	0.277777777777778	0.239878542510121	0.199074074074074
peak_1524	chrX	80639273	80640090	+	818	0.554945054945055	0.455882352941176	0.322877358490566	0.296037296037296	0.121428571428571
peak_1525	chrX	80754653	80755414	+	762	0.584239130434782	0.608333333333333	0.364285714285714	0.608455882352941	0.196428571428571
peak_1526	chrX	80876036	80876960	+	925	0.628928110202325	0.50703564727955	0.298571428571429	0.281599500156201	0.108935665273693
peak_1527	chrX	80887902	80888556	+	655	0.505555555555556	0.245073891625616	0.186363636363636	0.146666666666667	0.0936936936936937
peak_1530	chrX	81070021	81071476	+	1456	0.483873686774481	0.427588521564021	0.288641798182688	0.248462576871156	0.071256038647343
peak_1533	chrX	81147936	81148572	+	637	0.52220800121653	0.468482905982906	0.380182002022245	0.332796276405299	0.0889724310776942
peak_1537	chrX	81698768	81699283	+	516	0.345388365724972	0.208189655172414	0.14937106918239	0.2125	0.119325842696629
peak_1538	chrX	81802180	81802384	+	205	0.402564102564103	0.305860805860806	0.4375	0.131578947368421	0.0454545454545455
peak_1542	chrX	82249064	82249954	+	891	0.298193315266486	0.155138339920949	0.171900161030596	0.11768219832736	0.0360248447204969
peak_1543	chrX	82282459	82282768	+	310	0.442857142857143	0.403333333333333	0.281593406593407	0.152597402597403	0.0555555555555556
peak_1544	chrX	82288142	82288579	+	438	0.436147186147186	0.396103896103896	0.395220588235294	0.28968253968254	0.159722222222222
peak_1547	chrX	82741623	82741877	+	255	0.429439320743669	0.243333333333333	0.0728021978021978	0.0590277777777778	0.0960960960960961
peak_1548	chrX	82809131	82809611	+	481	0.356552706552707	0.210772833723653	0.158621784693554	0.157738095238095	0.032258064516129
peak_1549	chrX	82865473	82866590	+	1118	0.403787878787879	0.117056856187291	0.0997304582210242	0.0772005772005772	0.0620265151515152
peak_1552	chrX	82896539	82896905	+	367	0.504467754467754	0.196969696969697	0.137426900584795	0.233766233766234	0.0172413793103448
peak_1558	chrX	83524610	83525144	+	535	0.442901234567901	0.199760765550239	0.271929824561403	0.075	0.0543478260869565
peak_1561	chrX	84001366	84001637	+	272	0.480769230769231	0.339285714285714	0.521990740740741	0.374458874458874	0.233333333333333
peak_1565	chrX	84442824	84444898	+	2075	0.475962683460936	0.261706118953998	0.183062535499716	0.122632452293469	0.0938787185354691
peak_1566	chrX	84454648	84454943	+	296	0.492753623188406	0.319221967963387	0.301282051282051	0.394385026737968	0.122619047619048
peak_1569	chrX	85047985	85048956	+	972	0.449874686716792	0.271341463414634	0.257985257985258	0.229385307346327	0.0928571428571429
peak_1570	chrX	85053714	85054170	+	457	0.44370651486401	0.253246753246753	0.0789473684210526	0.132478632478632	0.0416666666666667
peak_1573	chrX	85076774	85078113	+	1340	0.347951636234613	0.1953125	0.0943877551020408	0.146774901272488	0.0437740693196406
peak_1575	chrX	85079925	85080745	+	821	0.514255765199161	0.108934169278997	0.0975609756097561	0.102678571428571	0.0976190476190476
peak_1577	chrX	85132809	85133414	+	606	0.431930936241281	0.240360832242107	0.0788934426229508	0.0685185185185185	0.0428921568627451
peak_1579	chrX	85249903	85250958	+	1056	0.435610766045549	0.160714285714286	0.105555555555556	0.02	0.0705980066445183
peak_1583	chrX	85573366	85574700	+	1335	0.518876848507301	0.329804473442931	0.270707168190701	0.232196899512075	0.0436053308393734
peak_1586	chrX	85646352	85646623	+	272	0.514718614718615	0.478571428571429	0.343137254901961	0.21031746031746	0.0945378151260504
peak_1587	chrX	85676927	85677279	+	353	0.449754901960784	0.25	0.407239819004525	0.305555555555556	0.0606060606060606
peak_1588	chrX	85716641	85717138	+	498	0.36221198156682	0.181490384615385	0.136923076923077	0.234756097560976	0.0906593406593407
peak_1589	chrX	85739471	85740002	+	532	0.627599524658348	0.241666666666667	0.166666666666667	0.1225	0
peak_1591	chrX	85775897	85777544	+	1648	0.54067670390157	0.224028906955736	0.20414402173913	0.136107554417414	0.0346534653465347
peak_1594	chrX	85879402	85879540	+	139	0.482916666666667	0.23202614379085	0.25	0.299465240641711	0.195488721804511
peak_1595	chrX	85919037	85919367	+	331	0.42985842985843	0.469771241830065	0.302118171683389	0.375234521575985	0.242105263157895
peak_1596	chrX	86016421	86017188	+	768	0.560946625509036	0.332661290322581	0.237358101135191	0.132936507936508	0.0676691729323308
peak_1599	chrX	86180913	86181574	+	662	0.574062753167231	0.24015187470337	0.219806763285024	0.181888544891641	0.190899001109878
peak_1601	chrX	86191518	86194099	+	2582	0.477673062772401	0.186602684144819	0.20265780730897	0.110796492510048	0.0769441401971522
peak_1603	chrX	86374221	86374571	+	351	0.50667735042735	0.277472527472527	0.285573122529644	0.19693094629156	0.226666666666667
peak_1604	chrX	86728823	86729172	+	350	0.572292800967937	0.284829721362229	0.311111111111111	0.19375	0.0777777777777778
peak_1609	chrX	87253927	87254193	+	267	0.469038208168643	0.167832167832168	0.15036231884058	0.143589743589744	0
peak_1612	chrX	87931334	87932321	+	988	0.578611111111111	0.388663967611336	0.480654761904762	0.271929824561403	0.305555555555556
peak_1615	chrX	88157877	88158543	+	667	0.445798319327731	0.338541666666667	0.233333333333333	0.0839033287733698	0.0638480392156863
peak_1617	chrX	88580076	88581069	+	994	0.635803114526519	0.510468594217348	0.53125	0.469230769230769	0.30952380952381
peak_1618	chrX	88582377	88583699	+	1323	0.565213320657967	0.394642857142857	0.520514997170345	0.357471264367816	0.146153846153846
peak_1619	chrX	88653909	88654120	+	212	0.53252889913507	0.282352941176471	0.193498452012384	0.201680672268908	0.04
peak_1621	chrX	88873069	88873892	+	824	0.796146420641041	0.805161544523247	0.715799886941775	0.640087554721701	0.335470085470085
peak_1625	chrX	89007967	89009303	+	1337	0.228348649401281	0.175971844504879	0.139954163483575	0.112296909843899	0.095877955142453
peak_1627	chrX	89010665	89011176	+	512	0.265172735760971	0.135714285714286	0.143809523809524	0.263888888888889	0.1875
peak_1629	chrX	89023814	89024187	+	374	0.320597277119016	0.154589371980676	0.131578947368421	0.13125	0.115384615384615
peak_1630	chrX	89115583	89116116	+	534	0.337878787878788	0.275510204081633	0.164331896551724	0.242296918767507	0
peak_1632	chrX	89488117	89488794	+	678	0.637005649717514	0.504385964912281	0.564580941446613	0.51865671641791	0.385327635327635
peak_1633	chrX	90242270	90242708	+	439	0.418055555555556	0.151549085479657	0.133838383838384	0.152073732718894	0.0555555555555556
peak_1636	chrX	90358337	90358519	+	183	0.3625	0.272549019607843	0.289583333333333	0.125	0.0555555555555556
peak_1638	chrX	90426047	90426648	+	602	0.658315432447711	0.514716981132076	0.510494752623688	0.447811447811448	0.374458874458874
peak_1642	chrX	91313277	91315786	+	2510	0.746940522036799	0.650210084033613	0.757352941176471	0.733409610983982	0.660087719298246
peak_1649	chrX	91323705	91325522	+	1818	0.759514687100894	0.541189931350114	0.762605042016807	0.783653846153846	0.762237762237762
peak_1656	chrX	92021610	92023931	+	2322	0.438621794871795	0.497391304347826	0.597727272727273	0.622159090909091	0.4375
peak_1658	chrX	92028452	92029817	+	1366	0.589968511021143	0.604166666666667	0.522727272727273	0.554824561403509	0.380952380952381
peak_1664	chrX	93069902	93070238	+	337	0.560727376249955	0.358333333333333	0.229166666666667	0.283251231527094	0.202884615384615
peak_1665	chrX	93097637	93097979	+	343	0.778058361391695	0.409722222222222	0.441558441558442	0.277777777777778	0.284313725490196
peak_1667	chrX	93281165	93282347	+	1183	0.551627384960718	0.37012987012987	0.311904761904762	0.0714285714285714	0.104166666666667
peak_1668	chrX	93285958	93287007	+	1050	0.525429214050365	0.358196227929374	0.198530901722391	0.116862567811935	0.0355809753160747
peak_1669	chrX	93288751	93290487	+	1737	0.539649122807017	0.416988416988417	0.336458333333333	0.188929313929314	0.111013986013986
peak_1672	chrX	93296856	93297722	+	867	0.321536744779212	0.288699690402477	0.175925925925926	0.13125	0.00980392156862745
peak_1677	chrX	93631664	93632857	+	1194	0.463020705959077	0.341269841269841	0.191123188405797	0.167287977632805	0.0234375
peak_1684	chrX	93672042	93673228	+	1187	0.387267310024785	0.190559440559441	0.207142857142857	0.145089285714286	0.063894523326572
peak_1687	chrX	93793148	93793684	+	537	0.465242165242165	0.175	0.243589743589744	0.179487179487179	0
peak_1688	chrX	93796529	93796795	+	267	0.417775761242186	0.412008281573499	0.251644736842105	0.176923076923077	0.127777777777778
peak_1689	chrX	93831398	93832769	+	1372	0.455151625383184	0.29813863928113	0.186234058514629	0.154497354497354	0.0545427597450719
peak_1692	chrX	93911061	93911707	+	647	0.553282414984543	0.260135135135135	0.118303571428571	0.20133963750985	0.0666666666666667
peak_1693	chrX	93922109	93922685	+	577	0.58914622759673	0.629120879120879	0.197058823529412	0.334935897435897	0.105263157894737
peak_1698	chrX	93988096	93989225	+	1130	0.50376847435671	0.294413919413919	0.284313725490196	0.15441906653426	0.15
peak_1700	chrX	94012612	94012994	+	383	0.485664335664336	0.253968253968254	0.0692640692640693	0.143790849673203	0.168181818181818
peak_1701	chrX	94016648	94017757	+	1110	0.51825249716816	0.170982482863671	0.0725524475524476	0.0711446740858506	0.0194444444444444
peak_1703	chrX	94032896	94033142	+	247	0.472027972027972	0.451388888888889	0.240384615384615	0.325	0.0192307692307692
peak_1707	chrX	94121237	94123707	+	2471	0.539617922520221	0.528027385537013	0.506381381381381	0.333455612619222	0.228571428571429
peak_1714	chrX	94177599	94178559	+	961	0.465517018472937	0.290005378874471	0.273396813058686	0.241288191577209	0.171368945984768
peak_1717	chrX	94183846	94184337	+	492	0.374883286647993	0.0294117647058824	0.12156862745098	0.05	0.0787037037037037
peak_1719	chrX	94187790	94188481	+	692	0.477248677248677	0.280405405405405	0.240384615384615	0.198879551820728	0.119298245614035
peak_1720	chrX	94193924	94194433	+	510	0.446698113207547	0.411538461538462	0.341304347826087	0.281959378733572	0.318272690923631
peak_1721	chrX	94197790	94198451	+	662	0.557704706640877	0.413398692810457	0.411819887429644	0.295384615384615	0.220095693779904
